,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (plus before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
92,0.02400517463684082,11,2,0.1,7,200,1000,1,1,3,16.705,68.8,52.095,0.0,68.8,40.0,0.0,0.0,40.0,0.6931471805599453%,71.429%,0%,0.0%,100.0%,0.6931471805599453%,28.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.008000000000000002
93,0.025005817413330078,11,3,0.1,7,200,1000,1,1,4,16.705,82.0,65.295,0.0,82.0,80.0,0.0,0.0,80.0,0.6931471805599453%,28.571%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.006500000000000001
94,0.024005889892578125,11,4,0.1,7,200,1000,1,1,3,16.705,68.8,52.095,0.0,68.8,40.0,0.0,0.0,40.0,0.6931471805599453%,71.429%,0%,0.0%,100.0%,0.6931471805599453%,57.143%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.009000000000000001
97,0.02300548553466797,11,7,0.1,7,200,1000,1,1,3,16.705,71.6,54.895,0.0,71.6,40.0,0.0,0.0,40.0,0.6931471805599453%,14.286%,0%,0.0%,100.0%,0.6931471805599453%,28.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.01
96,0.025005817413330078,11,6,0.1,7,200,1000,1,1,4,16.705,93.6,76.895,0.0,93.6,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,28.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.0005000000000000008
95,0.028006553649902344,11,5,0.1,7,200,1000,1,1,3,16.705,58.8,42.095,0.0,58.8,40.0,0.0,0.0,40.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,57.143%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.003
98,0.02400660514831543,11,8,0.1,7,200,1000,1,1,3,16.705,72.8,56.095,0.0,72.8,40.0,0.0,0.0,40.0,0.6931471805599453%,14.286%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.008
99,0.025005578994750977,11,9,0.1,7,200,1000,1,1,4,16.705,76.4,59.695,0.0,76.4,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.0045000000000000005
101,0.027005910873413086,12,2,0.1,8,200,1000,1,1,4,20.462,84.4,63.938,0.0,84.4,80.0,0.0,0.0,80.0,0.6931471805599453%,37.5%,0%,0.0%,100.0%,0.6931471805599453%,37.5%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,0.0034999999999999996
100,0.026006460189819336,12,1,0.1,8,200,1000,1,1,3,20.462,68.0,47.538,0.0,68.0,40.0,0.0,0.0,40.0,0.6931471805599453%,37.5%,0%,0.0%,100.0%,0.6931471805599453%,37.5%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,0.003999999999999998
102,0.02600550651550293,12,3,0.1,8,200,1000,1,1,4,20.462,81.6,61.138,0.0,81.6,80.0,0.0,0.0,80.0,0.6931471805599453%,62.5%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,0.0085
103,0.027006149291992188,12,4,0.1,8,200,1000,1,1,3,20.462,72.8,52.338,0.0,72.8,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,-0.006000000000000001
106,0.02600550651550293,12,7,0.1,8,200,1000,1,1,4,20.462,82.8,62.338,0.0,82.8,80.0,0.0,0.0,80.0,0.6931471805599453%,37.5%,0%,0.0%,100.0%,0.6931471805599453%,62.5%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,-0.004999999999999999
105,0.028006792068481445,12,6,0.1,8,200,1000,1,1,3,20.462,68.8,48.338,0.0,68.8,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,37.5%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,-0.0019999999999999996
104,0.03100728988647461,12,5,0.1,8,200,1000,1,1,5,20.462,112.0,91.538,0.0,112.0,120.0,0.0,0.0,120.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,62.5%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,0.000999999999999999
107,0.03400683403015137,12,8,0.1,8,200,1000,1,1,5,20.462,117.2,96.738,0.0,117.2,120.0,0.0,0.0,120.0,0.6931471805599453%,87.5%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,0.0013333333333333335
109,0.025005817413330078,13,1,0.1,9,200,1000,1,1,4,24.479,84.8,60.321,0.0,84.8,80.0,0.0,0.0,80.0,0.6931471805599453%,44.444%,0%,0.0%,100.0%,0.6931471805599453%,44.444%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,-0.013500000000000002
108,0.026006221771240234,12,9,0.1,8,200,1000,1,1,4,20.462,99.2,78.738,0.0,99.2,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.018134409752988623,0.002,3,-0.0004999999999999994
110,0.029007673263549805,13,2,0.1,9,200,1000,1,1,4,24.479,95.6,71.121,0.0,95.6,80.0,0.0,0.0,80.0,0.6931471805599453%,55.556%,0%,0.0%,100.0%,0.6931471805599453%,44.444%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,-0.0020000000000000013
111,0.02500605583190918,13,3,0.1,9,200,1000,1,1,3,24.479,76.4,51.921,0.0,76.4,40.0,0.0,0.0,40.0,0.6931471805599453%,22.222%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,0.009000000000000001
112,0.02600574493408203,13,4,0.1,9,200,1000,1,1,4,24.479,81.0,56.521,0.0,81.0,80.0,0.0,0.0,80.0,0.6931471805599453%,55.556%,0%,0.0%,100.0%,0.6931471805599453%,44.444%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,-0.0034999999999999996
114,0.026003360748291016,13,6,0.1,9,200,1000,1,1,4,24.479,84.0,59.521,0.0,84.0,80.0,0.0,0.0,80.0,0.6931471805599453%,44.444%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,-2.7755575615628914e-19
113,0.023005247116088867,13,5,0.1,9,200,1000,1,1,3,24.479,39.6,15.121,0.0,39.6,40.0,0.0,0.0,40.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,22.222%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,-0.011
115,0.027005672454833984,13,7,0.1,9,200,1000,1,1,4,24.479,92.2,67.721,0.0,92.2,80.0,0.0,0.0,80.0,0.6931471805599453%,22.222%,0%,0.0%,100.0%,0.6931471805599453%,77.778%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,-0.005
118,0.024005413055419922,14,1,0.1,10,200,1000,1,1,3,28.744,86.4,57.656,0.0,86.4,40.0,0.0,0.0,40.0,0.6931471805599453%,30.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,-0.004000000000000002
1
116,0.034008026123046875,13,8,0.1,9,200,1000,1,1,4,24.479,95.8,71.321,0.0,95.8,80.0,0.0,0.0,80.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,44.444%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01751993906954524,0.002,3,0.0055000000000000005
120,0.027005910873413086,14,3,0.1,10,200,1000,1,1,4,28.744,105.4,76.656,0.0,105.4,80.0,0.0,0.0,80.0,0.6931471805599453%,10.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,-0.002
121,0.026005268096923828,14,4,0.1,10,200,1000,1,1,4,28.744,100.2,71.456,0.0,100.2,80.0,0.0,0.0,80.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,0.0
119,0.03900957107543945,14,2,0.1,10,200,1000,1,1,3,28.744,67.6,38.856,0.0,67.6,40.0,0.0,0.0,40.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,30.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,-0.009000000000000001
122,0.02300882339477539,14,5,0.1,10,200,1000,1,1,3,28.744,72.4,43.656,0.0,72.4,40.0,0.0,0.0,40.0,0.6931471805599453%,30.0%,0%,0.0%,100.0%,0.6931471805599453%,80.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,0.003
123,0.02800583839416504,14,6,0.1,10,200,1000,1,1,5,28.744,127.6,98.856,0.0,127.6,120.0,0.0,0.0,120.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,-0.0033333333333333327
124,0.029005765914916992,14,7,0.1,10,200,1000,1,1,4,28.744,94.0,65.256,0.0,94.0,80.0,0.0,0.0,80.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,-0.007000000000000001
125,0.026006460189819336,14,8,0.1,10,200,1000,1,1,4,28.744,95.4,66.656,0.0,95.4,80.0,0.0,0.0,80.0,0.6931471805599453%,60.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,0.005
126,0.030004262924194336,14,9,0.1,10,200,1000,1,1,5,28.744,124.6,95.856,0.0,124.6,120.0,0.0,0.0,120.0,0.6931471805599453%,30.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01693705900299115,0.002,3,0.0033333333333333335
127,0.025004863739013672,15,1,0.1,11,200,1000,1,1,3,33.246,64.0,30.754,0.0,64.0,40.0,0.0,0.0,40.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,36.364%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.004000000000000002
128,0.026005268096923828,15,2,0.1,11,200,1000,1,1,4,33.246,103.0,69.754,0.0,103.0,80.0,0.0,0.0,80.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,63.636%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.005
129,0.024005413055419922,15,3,0.1,11,200,1000,1,1,3,33.246,54.8,21.554,0.0,54.8,40.0,0.0,0.0,40.0,0.6931471805599453%,27.273%,0%,0.0%,100.0%,0.6931471805599453%,63.636%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,0.009000000000000001
130,0.029006481170654297,15,4,0.1,11,200,1000,1,1,4,33.246,98.8,65.554,0.0,98.8,80.0,0.0,0.0,80.0,0.6931471805599453%,36.364%,0%,0.0%,100.0%,0.6931471805599453%,36.364%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.006000000000000001
131,0.02800607681274414,15,5,0.1,11,200,1000,1,1,4,33.246,87.8,54.554,0.0,87.8,80.0,0.0,0.0,80.0,0.6931471805599453%,36.364%,0%,0.0%,100.0%,0.6931471805599453%,72.727%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,0.01
132,0.02600550651550293,15,6,0.1,11,200,1000,1,1,4,33.246,91.4,58.154,0.0,91.4,80.0,0.0,0.0,80.0,0.6931471805599453%,36.364%,0%,0.0%,100.0%,0.6931471805599453%,63.636%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,0.006
134,0.025005817413330078,15,8,0.1,11,200,1000,1,1,4,33.246,90.8,57.554,0.0,90.8,80.0,0.0,0.0,80.0,0.6931471805599453%,45.455%,0%,0.0%,100.0%,0.6931471805599453%,45.455%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.0085
133,0.026005983352661133,15,7,0.1,11,200,1000,1,1,4,33.246,102.8,69.554,0.0,102.8,80.0,0.0,0.0,80.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,54.545%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.01
136,0.02700519561767578,16,1,0.1,11,200,1000,1,1,3,33.246,64.0,30.754,0.0,64.0,40.0,0.0,0.0,40.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,36.364%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.004000000000000002
135,0.029006242752075195,15,9,0.1,11,200,1000,1,1,4,33.246,98.4,65.154,0.0,98.4,80.0,0.0,0.0,80.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,72.727%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.005000000000000001
138,0.02400517463684082,16,3,0.1,11,200,1000,1,1,3,33.246,54.8,21.554,0.0,54.8,40.0,0.0,0.0,40.0,0.6931471805599453%,27.273%,0%,0.0%,100.0%,0.6931471805599453%,63.636%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,0.009000000000000001
137,0.027005910873413086,16,2,0.1,11,200,1000,1,1,4,33.246,103.0,69.754,0.0,103.0,80.0,0.0,0.0,80.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,63.636%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.005
139,0.027006149291992188,16,4,0.1,11,200,1000,1,1,4,33.246,98.8,65.554,0.0,98.8,80.0,0.0,0.0,80.0,0.6931471805599453%,36.364%,0%,0.0%,100.0%,0.6931471805599453%,36.364%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.006000000000000001
140,0.02800726890563965,16,5,0.1,11,200,1000,1,1,4,33.246,87.8,54.554,0.0,87.8,80.0,0.0,0.0,80.0,0.6931471805599453%,36.364%,0%,0.0%,100.0%,0.6931471805599453%,72.727%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,0.01
141,0.028006315231323242,16,6,0.1,11,200,1000,1,1,4,33.246,91.4,58.154,0.0,91.4,80.0,0.0,0.0,80.0,0.6931471805599453%,36.364%,0%,0.0%,100.0%,0.6931471805599453%,63.636%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,0.006
142,0.024005413055419922,16,7,0.1,11,200,1000,1,1,4,33.246,102.8,69.554,0.0,102.8,80.0,0.0,0.0,80.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,54.545%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.01
143,0.0270078182220459,16,8,0.1,11,200,1000,1,1,4,33.246,90.8,57.554,0.0,90.8,80.0,0.0,0.0,80.0,0.6931471805599453%,45.455%,0%,0.0%,100.0%,0.6931471805599453%,45.455%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.0085
144,0.027005910873413086,16,9,0.1,11,200,1000,1,1,4,33.246,98.4,65.154,0.0,98.4,80.0,0.0,0.0,80.0,0.6931471805599453%,54.545%,0%,0.0%,100.0%,0.6931471805599453%,72.727%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01639104149663181,0.002,3,-0.005000000000000001
145,0.029006481170654297,17,1,0.1,12,200,1000,1,1,5,37.979,107.2,69.221,0.0,107.2,120.0,0.0,0.0,120.0,0.6931471805599453%,58.333%,0%,0.0%,100.0%,0.6931471805599453%,41.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,5.551115123125783e-19
146,0.030005931854248047,17,2,0.1,12,200,1000,1,1,4,37.979,100.8,62.821,0.0,100.8,80.0,0.0,0.0,80.0,0.6931471805599453%,66.667%,0%,0.0%,100.0%,0.6931471805599453%,58.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,0.006999999999999999
147,0.028006553649902344,17,3,0.1,12,200,1000,1,1,4,37.979,101.8,63.821,0.0,101.8,80.0,0.0,0.0,80.0,0.6931471805599453%,58.333%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,-0.005000000000000001
148,0.03000926971435547,17,4,0.1,12,200,1000,1,1,4,37.979,96.2,58.221,0.0,96.2,80.0,0.0,0.0,80.0,0.6931471805599453%,16.667%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,-1.1102230246251566e-18
149,0.028005123138427734,17,5,0.1,12,200,1000,1,1,4,37.979,92.0,54.021,0.0,92.0,80.0,0.0,0.0,80.0,0.6931471805599453%,41.667%,0%,0.0%,100.0%,0.6931471805599453%,16.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,-0.0009999999999999998
150,0.027007341384887695,17,6,0.1,12,200,1000,1,1,4,37.979,106.8,68.821,0.0,106.8,80.0,0.0,0.0,80.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,0.009000000000000001
151,0.03000664710998535,17,7,0.1,12,200,1000,1,1,6,37.979,143.6,105.621,0.0,143.6,160.0,0.0,0.0,160.0,0.6931471805599453%,41.667%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,0.0030000000000000005
152,0.026006221771240234,17,8,0.1,12,200,1000,1,1,4,37.979,110.2,72.221,0.0,110.2,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,66.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,-0.006499999999999999
153,0.030007362365722656,17,9,0.1,12,200,1000,1,1,4,37.979,105.2,67.221,0.0,105.2,80.0,0.0,0.0,80.0,0.6931471805599453%,16.667%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015882533004143926,0.002,3,-0.0034999999999999996
154,0.028006315231323242,18,1,0.1,13,200,1000,1,1,4,42.935,94.2,51.265,0.0,94.2,80.0,0.0,0.0,80.0,0.6931471805599453%,46.154%,0%,0.0%,100.0%,0.6931471805599453%,38.462%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,-0.0009999999999999998
155,0.025004148483276367,18,2,0.1,13,200,1000,1,1,3,42.935,77.2,34.265,0.0,77.2,40.0,0.0,0.0,40.0,0.6931471805599453%,23.077%,0%,0.0%,100.0%,0.6931471805599453%,61.538%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,-0.005
156,0.02600407600402832,18,3,0.1,13,200,1000,1,1,4,42.935,118.8,75.865,0.0,118.8,80.0,0.0,0.0,80.0,0.6931471805599453%,61.538%,0%,0.0%,100.0%,0.6931471805599453%,23.077%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,-0.009000000000000001
158,0.027005672454833984,18,5,0.1,13,200,1000,1,1,4,42.935,90.4,47.465,0.0,90.4,80.0,0.0,0.0,80.0,0.6931471805599453%,30.769%,0%,0.0%,100.0%,0.6931471805599453%,53.846%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,0.003499999999999999
157,0.031006574630737305,18,4,0.1,13,200,1000,1,1,5,42.935,129.6,86.665,0.0,129.6,120.0,0.0,0.0,120.0,0.6931471805599453%,46.154%,0%,0.0%,100.0%,0.6931471805599453%,69.231%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,0.0006666666666666661
159,0.027006864547729492,18,6,0.1,13,200,1000,1,1,4,42.935,100.8,57.865,0.0,100.8,80.0,0.0,0.0,80.0,0.6931471805599453%,46.154%,0%,0.0%,100.0%,0.6931471805599453%,38.462%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,0.0045000000000000005
160,0.02500462532043457,18,7,0.1,13,200,1000,1,1,3,42.935,94.8,51.865,0.0,94.8,40.0,0.0,0.0,40.0,0.6931471805599453%,46.154%,0%,0.0%,100.0%,0.6931471805599453%,46.154%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,0.009
161,0.03000640869140625,18,8,0.1,13,200,1000,1,1,4,42.935,92.2,49.265,0.0,92.2,80.0,0.0,0.0,80.0,0.6931471805599453%,38.462%,0%,0.0%,100.0%,0.6931471805599453%,61.538%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,0.0085
163,0.02800607681274414,19,1,0.1,14,200,1000,1,1,4,48.107,83.2,35.093,0.0,83.2,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,0.002500000000000001
162,0.02800607681274414,18,9,0.1,13,200,1000,1,1,4,42.935,104.4,61.465,0.0,104.4,80.0,0.0,0.0,80.0,0.6931471805599453%,38.462%,0%,0.0%,100.0%,0.6931471805599453%,30.769%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.015410027772353091,0.002,3,-0.0005000000000000001
165,0.02400517463684082,19,3,0.1,14,200,1000,1,1,3,48.107,84.4,36.293,0.0,84.4,40.0,0.0,0.0,40.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,0.001999999999999999
164,0.028006315231323242,19,2,0.1,14,200,1000,1,1,4,48.107,108.4,60.293,0.0,108.4,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,78.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,0.0009999999999999998
167,0.026005983352661133,19,5,0.1,14,200,1000,1,1,4,48.107,101.6,53.493,0.0,101.6,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,35.714%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,0.0014999999999999987
168,0.02600693702697754,19,6,0.1,14,200,1000,1,1,3,48.107,97.2,49.093,0.0,97.2,40.0,0.0,0.0,40.0,0.6931471805599453%,21.429%,0%,0.0%,100.0%,0.6931471805599453%,64.286%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,-0.01
166,0.033008575439453125,19,4,0.1,14,200,1000,1,1,6,48.107,145.6,97.493,0.0,145.6,160.0,0.0,0.0,160.0,0.6931471805599453%,64.286%,0%,0.0%,100.0%,0.6931471805599453%,35.714%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,-0.0015000000000000002
169,0.025005578994750977,19,7,0.1,14,200,1000,1,1,4,48.107,79.6,31.493,0.0,79.6,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,78.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,-0.01
171,0.024005889892578125,19,9,0.1,14,200,1000,1,1,4,48.107,115.4,67.293,0.0,115.4,80.0,0.0,0.0,80.0,0.6931471805599453%,57.143%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,0.0025
170,0.025005340576171875,19,8,0.1,14,200,1000,1,1,4,48.107,109.4,61.293,0.0,109.4,80.0,0.0,0.0,80.0,0.6931471805599453%,71.429%,0%,0.0%,100.0%,0.6931471805599453%,57.143%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014971099518182988,0.002,3,0.006499999999999999
172,0.028006792068481445,20,1,0.1,15,200,1000,1,1,4,53.491,97.2,43.709,0.0,97.2,80.0,0.0,0.0,80.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014563018382780318,0.002,3,0.0
173,0.02600574493408203,20,2,0.1,15,200,1000,1,1,4,53.491,108.2,54.709,0.0,108.2,80.0,0.0,0.0,80.0,0.6931471805599453%,60.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014563018382780318,0.002,3,0.004999999999999999
174,0.029006242752075195,20,3,0.1,15,200,1000,1,1,4,53.491,118.4,64.909,0.0,118.4,80.0,0.0,0.0,80.0,0.6931471805599453%,53.333%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014563018382780318,0.002,3,-0.006499999999999999
175,0.026005268096923828,20,4,0.1,15,200,1000,1,1,3,53.491,56.0,2.509,0.0,56.0,40.0,0.0,0.0,40.0,0.6931471805599453%,53.333%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014563018382780318,0.002,3,-0.003999999999999999
177,0.027005672454833984,20,6,0.1,15,200,1000,1,1,3,53.491,89.6,36.109,0.0,89.6,40.0,0.0,0.0,40.0,0.6931471805599453%,46.667%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.014563018382780318,0.002,3,0.0009999999999999987
