,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
1017,0.6012108325958252,51,16,2,250,250,1000,1,1,16,7006.239,40235.543,33229.304,0.0,40235.543,27707.148,11462.738,1221.7920746760635,39169.886,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,16.807302521008406,1,1.517509374001422,0.002,3,-0.08752458859210123
1016,0.6362948417663574,51,15,2,250,250,1000,1,1,17,7006.239,41032.408,34026.169,0.0,41032.408,27948.128,12893.925,971.8360820453775,40842.053,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,16.807302521008406,1,1.517509374001422,0.002,3,0.11533509117335325
1018,0.7747297286987305,51,17,2,250,250,1000,1,1,20,7006.239,51811.35,44805.111,0.0,51811.35,37719.815,15333.284,1055.6440045833588,53053.099,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,16.807302521008406,1,1.517509374001422,0.002,3,-0.02694428616421659
1023,0.5013470649719238,52,2,2,250,250,1000,1,1,13,7006.239,31083.444,24077.205,0.0,31083.444,19473.585,9857.887,863.8480179565277,29331.472,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.004159153326001893
1019,0.7024493217468262,51,18,2,250,250,1000,1,1,18,7006.239,38205.455,31199.216,0.0,38205.455,25916.698,11949.464,1011.7522431227242,37866.162,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,16.807302521008406,1,1.517509374001422,0.002,3,0.03905532871608007
1021,0.5844428539276123,52,0,2,250,250,1000,1,1,15,7006.239,37622.274,30616.035,0.0,37622.274,24831.67,12670.759,1061.6920679637299,37502.429,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.07280296672926746
1025,0.42870140075683594,52,4,2,250,250,1000,1,1,12,7006.239,32417.369,25411.13,0.0,32417.369,22811.658,7325.641,1039.7360033988953,30137.299,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.2531338125785033
1020,0.7776165008544922,51,19,2,250,250,1000,1,1,20,7006.239,41191.955,34185.716,0.0,41191.955,28097.22,13855.719,905.6882758179438,41952.939,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.807302521008406,1,1.517509374001422,0.002,3,0.016197370280550943
1022,0.7385485172271729,52,1,2,250,250,1000,1,1,19,7006.239,49206.52,42200.281,0.0,49206.52,34560.974,16236.635,1279.5560377154998,50797.609,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.029100602252006898
1024,0.5169994831085205,52,3,2,250,250,1000,1,1,13,7006.239,36451.547,29445.308,0.0,36451.547,24696.601,11519.177,1137.8120024204254,36215.778,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.11171954524403194
1026,0.7624313831329346,52,5,2,250,250,1000,1,1,20,7006.239,52267.014,45260.775,0.0,52267.014,38724.411,14581.856,1777.6280687877043,53306.267,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.018065565818134583
1027,0.5670795440673828,52,6,2,250,250,1000,1,1,16,7006.239,40588.708,33582.469,0.0,40588.708,27253.892,11799.936,1003.6480845138011,39053.828,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.04222081744267477
1029,0.6138675212860107,52,8,2,250,250,1000,1,1,16,7006.239,46167.17,39160.931,0.0,46167.17,30260.267,12185.353,1341.6720042228699,42445.62,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.03425691045810328
1030,0.651038646697998,52,9,2,250,250,1000,1,1,17,7006.239,38670.497,31664.258,0.0,38670.497,25057.166,10833.238,967.7681069522314,35890.404,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.02410980613603822
1028,0.6850466728210449,52,7,2,250,250,1000,1,1,17,7006.239,43212.873,36206.634,0.0,43212.873,29018.06,12805.088,1347.7440352950744,41823.148,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.18788564202135344
1031,0.697484016418457,52,10,2,250,250,1000,1,1,18,7006.239,45323.652,38317.413,0.0,45323.652,33690.047,13107.762,1263.6880280162582,46797.809,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.059600487005860917
1032,0.7426662445068359,52,11,2,250,250,1000,1,1,18,7006.239,45330.865,38324.626,0.0,45330.865,35584.225,11627.632,1329.7839947811203,47211.857,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.036629996582898554
1034,0.7206614017486572,52,13,2,250,250,1000,1,1,18,7006.239,45456.4,38450.161,0.0,45456.4,28945.622,16084.429,1015.5960851992797,45030.051,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.015300254623192905
1035,0.49395155906677246,52,14,2,250,250,1000,1,1,12,7006.239,34640.434,27634.195,0.0,34640.434,23502.387,9380.946,985.7320034503937,32883.333,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.19968139055477008
1036,0.7307684421539307,52,15,2,250,250,1000,1,1,17,7006.239,41032.408,34026.169,0.0,41032.408,27948.128,12893.925,971.8360820453775,40842.053,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.11533509117335325
1033,1.0464978218078613,52,12,2,250,250,1000,1,1,25,7006.239,64184.328,57178.089,0.0,64184.328,42606.531,22032.274,1461.5000783554508,64638.805,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.010779829547933847
1037,0.6276657581329346,52,16,2,250,250,1000,1,1,16,7006.239,40235.543,33229.304,0.0,40235.543,27707.148,11462.738,1221.7920746760635,39169.886,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.08752458859210123
1039,0.7178406715393066,52,18,2,250,250,1000,1,1,18,7006.239,38205.455,31199.216,0.0,38205.455,25916.698,11949.464,1011.7522431227242,37866.162,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.03905532871608007
1038,0.7698521614074707,52,17,2,250,250,1000,1,1,20,7006.239,51811.35,44805.111,0.0,51811.35,37719.815,15333.284,1055.6440045833588,53053.099,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,-0.02694428616421659
1043,0.49511218070983887,53,2,2,250,250,1000,1,1,13,7006.239,31083.444,24077.205,0.0,31083.444,19473.585,9857.887,863.8480179565277,29331.472,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.004159153326001893
1041,0.6031363010406494,53,0,2,250,250,1000,1,1,15,7006.239,37622.274,30616.035,0.0,37622.274,24831.67,12670.759,1061.6920679637299,37502.429,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.07280296672926746
1040,0.7672572135925293,52,19,2,250,250,1000,1,1,20,7006.239,41191.955,34185.716,0.0,41191.955,28097.22,13855.719,905.6882758179438,41952.939,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,17.143428571428572,1,1.517509374001422,0.002,3,0.016197370280550943
1042,0.7322812080383301,53,1,2,250,250,1000,1,1,19,7006.239,49206.52,42200.281,0.0,49206.52,34560.974,16236.635,1279.5560377154998,50797.609,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.029100602252006898
1045,0.4513707160949707,53,4,2,250,250,1000,1,1,12,7006.239,32417.369,25411.13,0.0,32417.369,22811.658,7325.641,1039.7360033988953,30137.299,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.2531338125785033
1044,0.48337769508361816,53,3,2,250,250,1000,1,1,13,7006.239,36451.547,29445.308,0.0,36451.547,24696.601,11519.177,1137.8120024204254,36215.778,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.11171954524403194
1047,0.5859057903289795,53,6,2,250,250,1000,1,1,16,7006.239,40588.708,33582.469,0.0,40588.708,27253.892,11799.936,1003.6480845138011,39053.828,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.04222081744267477
1046,0.7781493663787842,53,5,2,250,250,1000,1,1,20,7006.239,52267.014,45260.775,0.0,52267.014,38724.411,14581.856,1777.6280687877043,53306.267,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.018065565818134583
1049,0.612957239151001,53,8,2,250,250,1000,1,1,16,7006.239,46167.17,39160.931,0.0,46167.17,30260.267,12185.353,1341.6720042228699,42445.62,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.03425691045810328
1048,0.6509671211242676,53,7,2,250,250,1000,1,1,17,7006.239,43212.873,36206.634,0.0,43212.873,29018.06,12805.088,1347.7440352950744,41823.148,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.18788564202135344
1050,0.696976900100708,53,9,2,250,250,1000,1,1,17,7006.239,38670.497,31664.258,0.0,38670.497,25057.166,10833.238,967.7681069522314,35890.404,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.02410980613603822
1051,0.6740508079528809,53,10,2,250,250,1000,1,1,18,7006.239,45323.652,38317.413,0.0,45323.652,33690.047,13107.762,1263.6880280162582,46797.809,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.059600487005860917
1052,0.6990547180175781,53,11,2,250,250,1000,1,1,18,7006.239,45330.865,38324.626,0.0,45330.865,35584.225,11627.632,1329.7839947811203,47211.857,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.036629996582898554
1054,0.7100584506988525,53,13,2,250,250,1000,1,1,18,7006.239,45456.4,38450.161,0.0,45456.4,28945.622,16084.429,1015.5960851992797,45030.051,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.015300254623192905
1055,0.4553346633911133,53,14,2,250,250,1000,1,1,12,7006.239,34640.434,27634.195,0.0,34640.434,23502.387,9380.946,985.7320034503937,32883.333,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.19968139055477008
1053,0.9484927654266357,53,12,2,250,250,1000,1,1,25,7006.239,64184.328,57178.089,0.0,64184.328,42606.531,22032.274,1461.5000783554508,64638.805,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.010779829547933847
1057,0.6017935276031494,53,16,2,250,250,1000,1,1,16,7006.239,40235.543,33229.304,0.0,40235.543,27707.148,11462.738,1221.7920746760635,39169.886,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.08752458859210123
1056,0.6498045921325684,53,15,2,250,250,1000,1,1,17,7006.239,41032.408,34026.169,0.0,41032.408,27948.128,12893.925,971.8360820453775,40842.053,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.11533509117335325
1058,0.7219772338867188,53,17,2,250,250,1000,1,1,20,7006.239,51811.35,44805.111,0.0,51811.35,37719.815,15333.284,1055.6440045833588,53053.099,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,-0.02694428616421659
1059,0.7199385166168213,53,18,2,250,250,1000,1,1,18,7006.239,38205.455,31199.216,0.0,38205.455,25916.698,11949.464,1011.7522431227242,37866.162,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.03905532871608007
1063,0.46672534942626953,54,2,2,250,250,1000,1,1,13,7006.239,31083.444,24077.205,0.0,31083.444,19473.585,9857.887,863.8480179565277,29331.472,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.004159153326001893
1061,0.6017935276031494,54,0,2,250,250,1000,1,1,15,7006.239,37622.274,30616.035,0.0,37622.274,24831.67,12670.759,1061.6920679637299,37502.429,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.07280296672926746
1060,0.7729721069335938,53,19,2,250,250,1000,1,1,20,7006.239,41191.955,34185.716,0.0,41191.955,28097.22,13855.719,905.6882758179438,41952.939,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,17.47955462184874,1,1.517509374001422,0.002,3,0.016197370280550943
1065,0.4506673812866211,54,4,2,250,250,1000,1,1,12,7006.239,32417.369,25411.13,0.0,32417.369,22811.658,7325.641,1039.7360033988953,30137.299,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.2531338125785033
1064,0.5127427577972412,54,3,2,250,250,1000,1,1,13,7006.239,36451.547,29445.308,0.0,36451.547,24696.601,11519.177,1137.8120024204254,36215.778,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.11171954524403194
1062,0.738274335861206,54,1,2,250,250,1000,1,1,19,7006.239,49206.52,42200.281,0.0,49206.52,34560.974,16236.635,1279.5560377154998,50797.609,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.029100602252006898
1067,0.600231409072876,54,6,2,250,250,1000,1,1,16,7006.239,40588.708,33582.469,0.0,40588.708,27253.892,11799.936,1003.6480845138011,39053.828,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.04222081744267477
1066,0.742495059967041,54,5,2,250,250,1000,1,1,20,7006.239,52267.014,45260.775,0.0,52267.014,38724.411,14581.856,1777.6280687877043,53306.267,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.018065565818134583
1070,0.6163773536682129,54,9,2,250,250,1000,1,1,17,7006.239,38670.497,31664.258,0.0,38670.497,25057.166,10833.238,967.7681069522314,35890.404,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.02410980613603822
1069,0.6304178237915039,54,8,2,250,250,1000,1,1,16,7006.239,46167.17,39160.931,0.0,46167.17,30260.267,12185.353,1341.6720042228699,42445.62,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.03425691045810328
1068,0.6754271984100342,54,7,2,250,250,1000,1,1,17,7006.239,43212.873,36206.634,0.0,43212.873,29018.06,12805.088,1347.7440352950744,41823.148,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.18788564202135344
1071,0.6644594669342041,54,10,2,250,250,1000,1,1,18,7006.239,45323.652,38317.413,0.0,45323.652,33690.047,13107.762,1263.6880280162582,46797.809,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.059600487005860917
1072,0.6753730773925781,54,11,2,250,250,1000,1,1,18,7006.239,45330.865,38324.626,0.0,45330.865,35584.225,11627.632,1329.7839947811203,47211.857,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.036629996582898554
1074,0.6974799633026123,54,13,2,250,250,1000,1,1,18,7006.239,45456.4,38450.161,0.0,45456.4,28945.622,16084.429,1015.5960851992797,45030.051,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.015300254623192905
1075,0.45478105545043945,54,14,2,250,250,1000,1,1,12,7006.239,34640.434,27634.195,0.0,34640.434,23502.387,9380.946,985.7320034503937,32883.333,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.19968139055477008
1073,0.9549906253814697,54,12,2,250,250,1000,1,1,25,7006.239,64184.328,57178.089,0.0,64184.328,42606.531,22032.274,1461.5000783554508,64638.805,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.010779829547933847
1076,0.6653165817260742,54,15,2,250,250,1000,1,1,17,7006.239,41032.408,34026.169,0.0,41032.408,27948.128,12893.925,971.8360820453775,40842.053,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.11533509117335325
1077,0.5891573429107666,54,16,2,250,250,1000,1,1,16,7006.239,40235.543,33229.304,0.0,40235.543,27707.148,11462.738,1221.7920746760635,39169.886,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.08752458859210123
1079,0.6804060935974121,54,18,2,250,250,1000,1,1,18,7006.239,38205.455,31199.216,0.0,38205.455,25916.698,11949.464,1011.7522431227242,37866.162,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.03905532871608007
1081,0.4588494300842285,55,0,2,250,250,1000,1,1,12,7006.239,34509.208,27502.969,0.0,34509.208,22811.496,9106.996,823.7160036563873,31918.492,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.01744840058017539
1078,0.7794582843780518,54,17,2,250,250,1000,1,1,20,7006.239,51811.35,44805.111,0.0,51811.35,37719.815,15333.284,1055.6440045833588,53053.099,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,-0.02694428616421659
1083,0.5268640518188477,55,2,2,250,250,1000,1,1,14,7006.239,34000.815,26994.576,0.0,34000.815,21146.315,11689.345,615.7520271922837,32835.66,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.05682473797610149
1080,0.7462093830108643,54,19,2,250,250,1000,1,1,20,7006.239,41191.955,34185.716,0.0,41191.955,28097.22,13855.719,905.6882758179438,41952.939,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,17.815680672268908,1,1.517509374001422,0.002,3,0.016197370280550943
1082,0.6498923301696777,55,1,2,250,250,1000,1,1,17,7006.239,48398.209,41391.97,0.0,48398.209,32763.753,14076.404,887.6760281707535,46840.157,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.005474057699747595
1085,0.4433584213256836,55,4,2,250,250,1000,1,1,12,7006.239,30757.364,23751.125,0.0,30757.364,20824.19,6824.52,759.8001145720368,27648.71,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.35443306424984766
1088,0.6009945869445801,55,7,2,250,250,1000,1,1,16,7006.239,40502.637,33496.398,0.0,40502.637,26519.423,12957.154,763.7520671912537,39476.577,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.049469465199259946
1084,0.8113925457000732,55,3,2,250,250,1000,1,1,21,7006.239,51216.856,44210.617,0.0,51216.856,32623.969,18567.006,719.6960679282308,51190.975,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.03092919249054448
1087,0.6821038722991943,55,6,2,250,250,1000,1,1,18,7006.239,42069.596,35063.357,0.0,42069.596,28680.78,15421.619,873.6442124660073,44102.399,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.05319993340933376
1090,0.5940842628479004,55,9,2,250,250,1000,1,1,16,7006.239,39484.022,32477.783,0.0,39484.022,25280.893,13833.651,757.6640043258667,39114.544,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.10527642803082812
1091,0.6882424354553223,55,10,2,250,250,1000,1,1,18,7006.239,46068.731,39062.492,0.0,46068.731,32501.918,13399.49,889.7600270892868,45901.408,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.029808509021792263
1086,1.0356178283691406,55,5,2,250,250,1000,1,1,28,7006.239,66309.309,59303.07,0.0,66309.309,45188.183,26234.556,1175.536213888463,71422.739,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.15954316582301561
1089,0.8453154563903809,55,8,2,250,250,1000,1,1,22,7006.239,55854.343,48848.104,0.0,55854.343,38429.938,17466.725,1235.5961411818384,55896.663,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.1232090231783062
1092,0.707284688949585,55,11,2,250,250,1000,1,1,18,7006.239,42052.243,35046.004,0.0,42052.243,26350.356,16135.031,1049.680219874576,42485.387,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.1254173318245212
