,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
2297,1.0034747123718262,115,16,2,250,250,1000,1,1,25,7006.239,54128.492,47122.253,0.0,54128.492,29872.347,35147.567,121.76484733392809,65019.914,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,38.31936974789916,1,1.517509374001422,0.002,3,-0.2632935729760436
2305,0.46852970123291016,116,4,2,250,250,1000,1,1,12,7006.239,35281.893,28275.654,0.0,35281.893,21858.383,16875.165,111.81224207845062,38733.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.10833746043673513
2302,0.7708961963653564,116,1,2,250,250,1000,1,1,20,7006.239,45508.364,38502.125,0.0,45508.364,22788.138,31738.7,123.84418573180679,54526.838,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.16675316421555772
2307,0.6000576019287109,116,6,2,250,250,1000,1,1,17,7006.239,44579.986,37573.747,0.0,44579.986,25288.249,25583.455,125.77240977509015,50871.704,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.3208241049168926
2304,0.8624014854431152,116,3,2,250,250,1000,1,1,23,7006.239,46817.079,39810.84,0.0,46817.079,21088.356,40367.984,119.7616900579207,61456.34,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.27152648952342756
2306,0.7031311988830566,116,5,2,250,250,1000,1,1,18,7006.239,52553.676,45547.437,0.0,52553.676,30163.527,29229.345,199.76054594150807,59392.872,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.06736459888512698
2310,0.6109898090362549,116,9,2,250,250,1000,1,1,16,7006.239,38372.502,31366.263,0.0,38372.502,22566.272,28965.114,185.89200139045715,51531.386,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.29040650906648585
2311,0.5417451858520508,116,10,2,250,250,1000,1,1,14,7006.239,44402.163,37395.924,0.0,44402.163,27304.408,24191.5,77.75613905790442,51495.908,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.1693813153571001
2308,0.8661637306213379,116,7,2,250,250,1000,1,1,22,7006.239,48549.196,41542.957,0.0,48549.196,23537.027,42488.34,111.7962264286587,66025.367,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.17544886596111736
2309,0.9072871208190918,116,8,2,250,250,1000,1,1,23,7006.239,57286.651,50280.412,0.0,57286.651,32141.646,39343.732,177.80844982092475,71485.378,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.4057290004444423
2312,0.6688942909240723,116,11,2,250,250,1000,1,1,17,7006.239,42277.458,35271.219,0.0,42277.458,22397.042,32348.828,163.86002580182648,54745.87,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.6477929284983092
2315,0.5815181732177734,116,14,2,250,250,1000,1,1,15,7006.239,43142.462,36136.223,0.0,43142.462,26198.237,26719.947,149.82063092065334,52918.184,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.2600740066284762
2313,0.8850846290588379,116,12,2,250,250,1000,1,1,23,7006.239,56409.429,49403.19,0.0,56409.429,31678.788,38309.986,259.76506800380133,69988.774,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.014346102062901616
2316,0.6616241931915283,116,15,2,250,250,1000,1,1,17,7006.239,42847.221,35840.982,0.0,42847.221,23432.91,29361.676,135.87219343501343,52794.586,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,1.2420122448267972
2318,0.5665991306304932,116,17,2,250,250,1000,1,1,15,7006.239,40809.105,33802.866,0.0,40809.105,23081.842,25038.314,147.81652064657678,48120.156,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.05734409376932635
2314,0.8937630653381348,116,13,2,250,250,1000,1,1,23,7006.239,47331.33,40325.091,0.0,47331.33,20578.451,36840.558,145.8283777091532,57419.009,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.16473015014301123
2321,0.47941136360168457,117,0,2,250,250,1000,1,1,12,7006.239,35243.216,28236.977,0.0,35243.216,22918.724,21041.647,151.9040012359619,43960.371,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.018396681003881175
2319,0.6925535202026367,116,18,2,250,250,1000,1,1,18,7006.239,39903.762,32897.523,0.0,39903.762,21343.96,29762.385,109.82074119997431,51106.345,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.0010496937404179997
2320,0.6204805374145508,116,19,2,250,250,1000,1,1,16,7006.239,36974.271,29968.032,0.0,36974.271,22765.126,26554.352,145.89200139045715,49319.478,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,0.527260525690779
2317,0.9668183326721191,116,16,2,250,250,1000,1,1,25,7006.239,54128.492,47122.253,0.0,54128.492,29872.347,35147.567,121.76484733392809,65019.914,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,38.65549579831933,1,1.517509374001422,0.002,3,-0.2632935729760436
2323,0.36617374420166016,117,2,2,250,250,1000,1,1,10,7006.239,31878.273,24872.034,0.0,31878.273,17485.649,18437.778,133.8480979544678,35923.427,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.11566564334999441
2325,0.4544084072113037,117,4,2,250,250,1000,1,1,12,7006.239,35281.893,28275.654,0.0,35281.893,21858.383,16875.165,111.81224207845062,38733.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.10833746043673513
2322,0.7607975006103516,117,1,2,250,250,1000,1,1,20,7006.239,45508.364,38502.125,0.0,45508.364,22788.138,31738.7,123.84418573180679,54526.838,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.16675316421555772
2326,0.6690642833709717,117,5,2,250,250,1000,1,1,18,7006.239,52553.676,45547.437,0.0,52553.676,30163.527,29229.345,199.76054594150807,59392.872,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.06736459888512698
2327,0.6820969581604004,117,6,2,250,250,1000,1,1,17,7006.239,44579.986,37573.747,0.0,44579.986,25288.249,25583.455,125.77240977509015,50871.704,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.3208241049168926
2324,0.9132020473480225,117,3,2,250,250,1000,1,1,23,7006.239,46817.079,39810.84,0.0,46817.079,21088.356,40367.984,119.7616900579207,61456.34,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.27152648952342756
2330,0.5990395545959473,117,9,2,250,250,1000,1,1,16,7006.239,38372.502,31366.263,0.0,38372.502,22566.272,28965.114,185.89200139045715,51531.386,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.29040650906648585
2331,0.6060423851013184,117,10,2,250,250,1000,1,1,14,7006.239,44402.163,37395.924,0.0,44402.163,27304.408,24191.5,77.75613905790442,51495.908,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.1693813153571001
2328,0.8581840991973877,117,7,2,250,250,1000,1,1,22,7006.239,48549.196,41542.957,0.0,48549.196,23537.027,42488.34,111.7962264286587,66025.367,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.17544886596111736
2329,0.9183318614959717,117,8,2,250,250,1000,1,1,23,7006.239,57286.651,50280.412,0.0,57286.651,32141.646,39343.732,177.80844982092475,71485.378,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.4057290004444423
2332,0.7510898113250732,117,11,2,250,250,1000,1,1,17,7006.239,42277.458,35271.219,0.0,42277.458,22397.042,32348.828,163.86002580182648,54745.87,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.6477929284983092
2335,0.5698256492614746,117,14,2,250,250,1000,1,1,15,7006.239,43142.462,36136.223,0.0,43142.462,26198.237,26719.947,149.82063092065334,52918.184,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.2600740066284762
2336,0.6399679183959961,117,15,2,250,250,1000,1,1,17,7006.239,42847.221,35840.982,0.0,42847.221,23432.91,29361.676,135.87219343501343,52794.586,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,1.2420122448267972
2338,0.59295654296875,117,17,2,250,250,1000,1,1,15,7006.239,40809.105,33802.866,0.0,40809.105,23081.842,25038.314,147.81652064657678,48120.156,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.05734409376932635
2333,0.9774553775787354,117,12,2,250,250,1000,1,1,23,7006.239,56409.429,49403.19,0.0,56409.429,31678.788,38309.986,259.76506800380133,69988.774,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.014346102062901616
2334,0.9041008949279785,117,13,2,250,250,1000,1,1,23,7006.239,47331.33,40325.091,0.0,47331.33,20578.451,36840.558,145.8283777091532,57419.009,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.16473015014301123
2341,0.4456522464752197,118,0,2,250,250,1000,1,1,12,7006.239,35243.216,28236.977,0.0,35243.216,22918.724,21041.647,151.9040012359619,43960.371,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.018396681003881175
2340,0.6400578022003174,117,19,2,250,250,1000,1,1,16,7006.239,36974.271,29968.032,0.0,36974.271,22765.126,26554.352,145.89200139045715,49319.478,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.527260525690779
2339,0.713254451751709,117,18,2,250,250,1000,1,1,18,7006.239,39903.762,32897.523,0.0,39903.762,21343.96,29762.385,109.82074119997431,51106.345,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,0.0010496937404179997
2343,0.3735053539276123,118,2,2,250,250,1000,1,1,10,7006.239,31878.273,24872.034,0.0,31878.273,17485.649,18437.778,133.8480979544678,35923.427,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.11566564334999441
2337,0.9794659614562988,117,16,2,250,250,1000,1,1,25,7006.239,54128.492,47122.253,0.0,54128.492,29872.347,35147.567,121.76484733392809,65019.914,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,38.99162184873949,1,1.517509374001422,0.002,3,-0.2632935729760436
2345,0.44176220893859863,118,4,2,250,250,1000,1,1,12,7006.239,35281.893,28275.654,0.0,35281.893,21858.383,16875.165,111.81224207845062,38733.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.10833746043673513
2342,0.7841610908508301,118,1,2,250,250,1000,1,1,20,7006.239,45508.364,38502.125,0.0,45508.364,22788.138,31738.7,123.84418573180679,54526.838,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.16675316421555772
2347,0.6430847644805908,118,6,2,250,250,1000,1,1,17,7006.239,44579.986,37573.747,0.0,44579.986,25288.249,25583.455,125.77240977509015,50871.704,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.3208241049168926
2346,0.681093692779541,118,5,2,250,250,1000,1,1,18,7006.239,52553.676,45547.437,0.0,52553.676,30163.527,29229.345,199.76054594150807,59392.872,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.06736459888512698
2344,0.8562548160552979,118,3,2,250,250,1000,1,1,23,7006.239,46507.427,39501.188,0.0,46507.427,20157.312,46183.586,115.83215407902259,66340.898,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.3423288207280218
2351,0.5387611389160156,118,10,2,250,250,1000,1,1,14,7006.239,44402.163,37395.924,0.0,44402.163,27304.408,24191.5,77.75613905790442,51495.908,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.1693813153571001
2350,0.609776496887207,118,9,2,250,250,1000,1,1,16,7006.239,38372.502,31366.263,0.0,38372.502,22566.272,28965.114,185.89200139045715,51531.386,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.29040650906648585
2352,0.6599092483520508,118,11,2,250,250,1000,1,1,17,7006.239,42277.458,35271.219,0.0,42277.458,22397.042,32348.828,163.86002580182648,54745.87,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.6477929284983092
2348,0.872229814529419,118,7,2,250,250,1000,1,1,22,7006.239,48549.196,41542.957,0.0,48549.196,23537.027,42488.34,111.7962264286587,66025.367,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.17544886596111736
2349,0.8803098201751709,118,8,2,250,250,1000,1,1,23,7006.239,57286.651,50280.412,0.0,57286.651,32141.646,39343.732,177.80844982092475,71485.378,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.4057290004444423
2355,0.5841805934906006,118,14,2,250,250,1000,1,1,15,7006.239,43142.462,36136.223,0.0,43142.462,26198.237,26719.947,149.82063092065334,52918.184,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.2600740066284762
2356,0.651343822479248,118,15,2,250,250,1000,1,1,17,7006.239,42847.221,35840.982,0.0,42847.221,23432.91,29361.676,135.87219343501343,52794.586,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,1.2420122448267972
2358,0.5784151554107666,118,17,2,250,250,1000,1,1,15,7006.239,40809.105,33802.866,0.0,40809.105,23081.842,25038.314,147.81652064657678,48120.156,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.05734409376932635
2353,0.8865272998809814,118,12,2,250,250,1000,1,1,23,7006.239,56409.429,49403.19,0.0,56409.429,31678.788,38309.986,259.76506800380133,69988.774,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.014346102062901616
2361,0.45891666412353516,119,0,2,250,250,1000,1,1,12,7006.239,35243.216,28236.977,0.0,35243.216,22918.724,21041.647,151.9040012359619,43960.371,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.018396681003881175
2354,0.8805475234985352,118,13,2,250,250,1000,1,1,23,7006.239,47331.33,40325.091,0.0,47331.33,20578.451,36840.558,145.8283777091532,57419.009,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.16473015014301123
2360,0.6160175800323486,118,19,2,250,250,1000,1,1,16,7006.239,36974.271,29968.032,0.0,36974.271,22765.126,26554.352,145.89200139045715,49319.478,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.527260525690779
2357,0.9185914993286133,118,16,2,250,250,1000,1,1,25,7006.239,54128.492,47122.253,0.0,54128.492,29872.347,35147.567,121.76484733392809,65019.914,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,-0.2632935729760436
2359,0.6780636310577393,118,18,2,250,250,1000,1,1,18,7006.239,39903.762,32897.523,0.0,39903.762,21343.96,29762.385,109.82074119997431,51106.345,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,39.32774789915966,1,1.517509374001422,0.002,3,0.0010496937404179997
2363,0.3691823482513428,119,2,2,250,250,1000,1,1,10,7006.239,31878.273,24872.034,0.0,31878.273,17485.649,18437.778,133.8480979544678,35923.427,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.11566564334999441
2365,0.4654965400695801,119,4,2,250,250,1000,1,1,12,7006.239,35281.893,28275.654,0.0,35281.893,21858.383,16875.165,111.81224207845062,38733.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.10833746043673513
2362,0.8131952285766602,119,1,2,250,250,1000,1,1,20,7006.239,45508.364,38502.125,0.0,45508.364,22788.138,31738.7,123.84418573180679,54526.838,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.16675316421555772
2366,0.7121987342834473,119,5,2,250,250,1000,1,1,18,7006.239,52553.676,45547.437,0.0,52553.676,30163.527,29229.345,199.76054594150807,59392.872,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.06736459888512698
2367,0.659186840057373,119,6,2,250,250,1000,1,1,17,7006.239,44579.986,37573.747,0.0,44579.986,25288.249,25583.455,125.77240977509015,50871.704,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.3208241049168926
2370,0.6061906814575195,119,9,2,250,250,1000,1,1,16,7006.239,38372.502,31366.263,0.0,38372.502,22566.272,28965.114,185.89200139045715,51531.386,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.29040650906648585
2371,0.5591800212860107,119,10,2,250,250,1000,1,1,14,7006.239,44402.163,37395.924,0.0,44402.163,27304.408,24191.5,77.75613905790442,51495.908,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.1693813153571001
2364,0.8903534412384033,119,3,2,250,250,1000,1,1,23,7006.239,46507.427,39501.188,0.0,46507.427,20157.312,46183.586,115.83215407902259,66340.898,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.3423288207280218
2368,0.8336844444274902,119,7,2,250,250,1000,1,1,22,7006.239,48549.196,41542.957,0.0,48549.196,23537.027,42488.34,111.7962264286587,66025.367,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.17544886596111736
2369,0.8657796382904053,119,8,2,250,250,1000,1,1,23,7006.239,57286.651,50280.412,0.0,57286.651,32141.646,39343.732,177.80844982092475,71485.378,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.4057290004444423
2372,0.6754262447357178,119,11,2,250,250,1000,1,1,17,7006.239,42277.458,35271.219,0.0,42277.458,22397.042,32348.828,163.86002580182648,54745.87,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.6477929284983092
2375,0.5722250938415527,119,14,2,250,250,1000,1,1,15,7006.239,42513.866,35507.627,0.0,42513.866,24896.115,30305.154,147.89600133895874,55201.269,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.29129611585130166
2378,0.5492067337036133,119,17,2,250,250,1000,1,1,15,7006.239,40809.105,33802.866,0.0,40809.105,23081.842,25038.314,147.81652064657678,48120.156,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.05734409376932635
2376,0.6473493576049805,119,15,2,250,250,1000,1,1,17,7006.239,42847.221,35840.982,0.0,42847.221,23432.91,29361.676,135.87219343501343,52794.586,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,1.2420122448267972
2373,0.8767757415771484,119,12,2,250,250,1000,1,1,23,7006.239,57004.403,49998.164,0.0,57004.403,31670.441,42479.107,253.83218603023246,74149.548,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,-0.014280379236383655
2381,0.4538428783416748,120,0,2,250,250,1000,1,1,12,7006.239,36735.569,29729.33,0.0,36735.569,23725.978,23891.1,95.85600185394287,47617.078,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,40.0,1,1.517509374001422,0.002,3,-0.21550922033542017
2374,0.9055511951446533,119,13,2,250,250,1000,1,1,23,7006.239,47331.33,40325.091,0.0,47331.33,20578.451,36840.558,145.8283777091532,57419.009,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,39.66387394957983,1,1.517509374001422,0.002,3,0.16473015014301123
