,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated:  efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity
103,0.9888787269592285,21,2,0.1,127,1000,10000,1,1,3,1354.387,29.604,-1324.783,599.6,17750.4,17150.8,1834.0,71367.5,73201.5,0.9038128686205849%,40.945%,40.945%,100.0%,0.0%,0.8565687741323958%,45.669%,45.669%,100.0%,0.0%
104,1.0617039203643799,21,3,0.1,127,1000,10000,1,1,6,1354.387,46.049,-1308.338,380.7,17530.9,17150.2,2020.0,116740.65,118760.65,0.8250727111402698%,48.819%,48.819%,100.0%,0.0%,0.8093246796442068%,50.394%,50.394%,100.0%,0.0%
105,1.0831446647644043,21,4,0.1,127,1000,10000,1,1,4,1354.387,69.187,-1285.2,244.5,16916.3,16671.8,1851.0,81103.2,82954.2,0.7542065694079864%,55.906%,55.906%,100.0%,0.0%,0.8250727111402698%,48.819%,48.819%,100.0%,0.0%
106,1.0638742446899414,22,0,0.1,131,1000,10000,1,1,3,1421.912,37.677,-1384.235,425.7,16039.3,15613.6,1760.0,64428.45,66188.45,0.7789105424800549%,53.435%,53.435%,100.0%,0.0%,0.809444893625093%,50.382%,50.382%,100.0%,0.0%
108,1.0882964134216309,22,2,0.1,131,1000,10000,1,1,4,1421.912,124.158,-1297.754,133.0,16513.0,16380.0,1765.0,78988.85,80753.85,0.7941777180525738%,51.908%,51.908%,100.0%,0.0%,0.809444893625093%,50.382%,50.382%,100.0%,0.0%
107,1.1586897373199463,22,1,0.1,131,1000,10000,1,1,7,1421.912,108.818,-1313.094,159.1,17312.9,17153.8,2405.0,109869.85,112274.85,0.8247120691976121%,48.855%,48.855%,100.0%,0.0%,0.8018113058388333%,51.145%,51.145%,100.0%,0.0%
109,1.1250598430633545,22,3,0.1,131,1000,10000,1,1,5,1421.912,47.476,-1374.436,347.6,16502.8,16155.2,2040.0,83566.8,85606.8,0.9315822982052456%,38.168%,38.168%,100.0%,0.0%,0.8476128325563907%,46.565%,46.565%,100.0%,0.0%
110,1.1735141277313232,22,4,0.1,131,1000,10000,1,1,6,1421.912,27.459,-1394.453,664.9,18257.5,17592.6,2217.0,114885.35,117102.35,0.8399792447701311%,47.328%,47.328%,100.0%,0.0%,0.8705135959151693%,44.275%,44.275%,100.0%,0.0%
111,1.1185035705566406,23,0,0.1,135,1000,10000,1,1,6,1490.722,38.351,-1452.371,482.2,18492.8,18010.6,2215.0,106222.15,108437.15,0.8391876134441486%,47.407%,47.407%,100.0%,0.0%,0.7725209467774818%,54.074%,54.074%,100.0%,0.0%
112,1.0611984729766846,23,1,0.1,135,1000,10000,1,1,4,1490.722,37.385,-1453.337,456.4,17062.6,16606.2,1874.0,77047.1,78921.1,0.8540024282589634%,45.926%,45.926%,100.0%,0.0%,0.8095579838145189%,50.37%,50.37%,100.0%,0.0%
113,1.024897813796997,23,2,0.1,135,1000,10000,1,1,5,1490.722,21.763,-1468.959,796.0,17323.2,16527.2,1989.0,82660.15,84649.15,0.757706131962667%,55.556%,55.556%,100.0%,0.0%,0.8317802060367412%,48.148%,48.148%,100.0%,0.0%
114,1.106755018234253,23,3,0.1,135,1000,10000,1,1,3,1490.722,27.655,-1463.067,635.1,17563.9,16928.8,1933.0,61735.5,63668.5,0.8910394652960005%,42.222%,42.222%,100.0%,0.0%,0.7947431689997041%,51.852%,51.852%,100.0%,0.0%
115,1.078986406326294,23,4,0.1,135,1000,10000,1,1,6,1490.722,23.92,-1466.802,804.3,19238.5,18434.2,2251.0,108582.3,110833.3,0.8614098356663709%,45.185%,45.185%,100.0%,0.0%,0.8688172430737783%,44.444%,44.444%,100.0%,0.0%
117,1.0590236186981201,24,1,0.1,139,1000,10000,1,1,4,1560.813,81.304,-1479.509,233.2,18960.0,18726.8,2004.0,79832.45,81836.45,0.8384415436333307%,47.482%,47.482%,100.0%,0.0%,0.7808875867987983%,53.237%,53.237%,100.0%,0.0%
118,1.0643234252929688,24,2,0.1,139,1000,10000,1,1,4,1560.813,34.019,-1526.794,611.3,20795.7,20184.4,1928.0,80524.35,82452.35,0.7664990975901652%,54.676%,54.676%,100.0%,0.0%,0.8528300328419638%,46.043%,46.043%,100.0%,0.0%
116,1.3410859107971191,24,0,0.1,139,1000,10000,1,1,11,1560.813,249.781,-1311.032,70.2,17534.6,17464.4,2926.0,172398.0,175324.0,0.7808875867987983%,53.237%,53.237%,100.0%,0.0%,0.8096645652160644%,50.36%,50.36%,100.0%,0.0%
120,1.0893282890319824,24,4,0.1,139,1000,10000,1,1,3,1560.813,32.171,-1528.642,582.0,18723.4,18141.4,1882.0,64432.6,66314.6,0.8528300328419638%,46.043%,46.043%,100.0%,0.0%,0.7808875867987983%,53.237%,53.237%,100.0%,0.0%
119,1.1753461360931396,24,3,0.1,139,1000,10000,1,1,5,1560.813,1645.806,84.993,12.4,20408.0,20395.6,2183.0,93090.65,95273.65,0.8672185220505969%,44.604%,44.604%,100.0%,0.0%,0.7377221191728989%,57.554%,57.554%,100.0%,0.0%
121,1.1365034580230713,25,0,0.1,143,1000,10000,1,1,3,1632.176,26.994,-1605.182,715.4,19311.4,18596.0,1913.0,72093.35,74006.35,0.8027721770287122%,51.049%,51.049%,100.0%,0.0%,0.8866882609447961%,42.657%,42.657%,100.0%,0.0%
122,1.1029365062713623,25,1,0.1,143,1000,10000,1,1,5,1632.176,45.748,-1586.428,413.9,18934.9,18521.0,2058.0,97532.55,99590.55,0.7748001490566843%,53.846%,53.846%,100.0%,0.0%,0.8517232259797611%,46.154%,46.154%,100.0%,0.0%
123,1.1234357357025146,25,2,0.1,143,1000,10000,1,1,8,1632.176,29.82,-1602.356,644.2,19210.0,18565.8,2487.0,150193.35,152680.35,0.7468281210846562%,56.643%,56.643%,100.0%,0.0%,0.7678071420636773%,54.545%,54.545%,100.0%,0.0%
124,1.1832683086395264,25,3,0.1,143,1000,10000,1,1,9,1632.176,230.183,-1401.993,87.9,20233.1,20145.2,2745.0,162060.55,164805.55,0.8447302189867542%,46.853%,46.853%,100.0%,0.0%,0.914660288916824%,39.86%,39.86%,100.0%,0.0%
125,1.0982484817504883,25,4,0.1,143,1000,10000,1,1,5,1632.176,1440.45,-191.726,13.1,18869.9,18856.8,2113.0,94662.2,96775.2,0.7678071420636773%,54.545%,54.545%,100.0%,0.0%,0.7538211280776631%,55.944%,55.944%,100.0%,0.0%
128,1.0907564163208008,26,2,0.1,147,1000,10000,1,1,4,1704.808,109.742,-1595.066,163.9,17986.7,17822.8,1918.0,77931.8,79849.8,0.7826494426202636%,53.061%,53.061%,100.0%,0.0%,0.7486358371780866%,56.463%,56.463%,100.0%,0.0%
126,1.3005716800689697,26,0,0.1,147,1000,10000,1,1,8,1704.808,20.119,-1684.689,1003.6,20191.2,19187.6,2513.0,146886.25,149399.25,0.8778875378583589%,43.537%,43.537%,100.0%,0.0%,0.7690440004433928%,54.422%,54.422%,100.0%,0.0%
127,1.2285549640655518,26,1,0.1,147,1000,10000,1,1,6,1704.808,31.281,-1673.527,611.4,19125.0,18513.6,2170.0,110481.45,112651.45,0.7146222317359098%,59.864%,59.864%,100.0%,0.0%,0.8506766535046173%,46.259%,46.259%,100.0%,0.0%
129,1.20454740524292,26,3,0.1,147,1000,10000,1,1,5,1704.808,32.363,-1672.445,609.9,19737.9,19128.0,2150.0,93146.8,95296.8,0.8506766535046172%,46.259%,46.259%,100.0%,0.0%,0.8370712113277465%,47.619%,47.619%,100.0%,0.0%
130,1.2180631160736084,26,4,0.1,147,1000,10000,1,1,7,1704.808,34.593,-1670.215,524.6,18147.6,17623.0,2304.0,127478.0,129782.0,0.7758467215318282%,53.741%,53.741%,100.0%,0.0%,0.7554385582665221%,55.782%,55.782%,100.0%,0.0%
131,1.0975408554077148,27,0,0.1,151,1000,10000,1,1,4,1778.703,52.318,-1726.385,401.8,21021.4,20619.6,1949.0,97218.95,99167.95,0.7834603630149114%,52.98%,52.98%,100.0%,0.0%,0.8960431444718652%,41.722%,41.722%,100.0%,0.0%
132,1.125877857208252,27,1,0.1,151,1000,10000,1,1,4,1778.703,99.309,-1679.394,196.8,19544.0,19347.2,2019.0,88500.65,90519.65,0.7967053961274942%,51.656%,51.656%,100.0%,0.0%,0.7569702967897459%,55.629%,55.629%,100.0%,0.0%
133,1.1368792057037354,27,2,0.1,151,1000,10000,1,1,4,1778.703,91.264,-1687.439,188.9,17239.7,17050.8,1649.0,86381.7,88030.7,0.7900828795712028%,52.318%,52.318%,100.0%,0.0%,0.8231954623526597%,49.007%,49.007%,100.0%,0.0%
134,1.1498825550079346,27,3,0.1,151,1000,10000,1,1,4,1778.703,385.822,-1392.881,55.0,21220.2,21165.2,2004.0,95302.25,97306.25,0.843063012021534%,47.02%,47.02%,100.0%,0.0%,0.7569702967897458%,55.629%,55.629%,100.0%,0.0%
135,1.082597017288208,27,4,0.1,151,1000,10000,1,1,4,1778.703,30.87,-1747.833,668.8,20645.6,19976.8,2086.0,95385.4,97471.4,0.8033279126837856%,50.993%,50.993%,100.0%,0.0%,0.8563080451341168%,45.695%,45.695%,100.0%,0.0%
136,1.095592975616455,28,0,0.1,154,1000,10000,1,1,3,1834.95,227205.0,225370.05,0.1,22720.5,22720.4,2029.0,79587.2,81616.2,0.8652097394662748%,44.805%,44.805%,100.0%,0.0%,0.8197551940117292%,49.351%,49.351%,100.0%,0.0%
138,1.1716115474700928,28,2,0.1,154,1000,10000,1,1,4,1834.95,58.49,-1776.46,320.2,18728.6,18408.4,1884.0,91114.8,92998.8,0.8002746745312097%,51.299%,51.299%,100.0%,0.0%,0.8717032459597813%,44.156%,44.156%,100.0%,0.0%
139,1.2356104850769043,28,3,0.1,154,1000,10000,1,1,4,1834.95,36.121,-1798.829,596.4,21542.4,20946.0,2149.0,94395.15,96544.15,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7807941550506903%,53.247%,53.247%,100.0%,0.0%
137,1.3606553077697754,28,1,0.1,154,1000,10000,1,1,7,1834.95,47.287,-1787.663,386.7,18285.9,17899.2,2239.0,127823.85,130062.85,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7937811680377032%,51.948%,51.948%,100.0%,0.0%
140,1.1675949096679688,28,4,0.1,154,1000,10000,1,1,5,1834.95,246.184,-1588.766,81.9,20162.5,20080.6,2154.0,99264.4,101418.4,0.8002746745312097%,51.299%,51.299%,100.0%,0.0%,0.7678071420636773%,54.545%,54.545%,100.0%,0.0%
141,1.12825608253479,29,0,0.1,158,1000,10000,1,1,3,1911.045,59.225,-1851.82,322.3,19088.1,18765.8,1774.0,71817.95,73591.95,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.806932573594172%,50.633%,50.633%,100.0%,0.0%
142,1.1172537803649902,29,1,0.1,158,1000,10000,1,1,4,1911.045,223.864,-1687.181,104.2,23326.6,23222.4,2039.0,102938.3,104977.3,0.8702237128346785%,44.304%,44.304%,100.0%,0.0%,0.8828819406827797%,43.038%,43.038%,100.0%,0.0%
143,1.1322576999664307,29,2,0.1,158,1000,10000,1,1,4,1911.045,22.207,-1888.838,1031.9,22915.5,21883.6,2199.0,85958.7,88157.7,0.8006034596701215%,51.266%,51.266%,100.0%,0.0%,0.806932573594172%,50.633%,50.633%,100.0%,0.0%
144,1.100248098373413,29,3,0.1,158,1000,10000,1,1,3,1911.045,23.28,-1887.765,805.8,18759.2,17953.4,1741.0,74086.35,75827.35,0.8006034596701215%,51.266%,51.266%,100.0%,0.0%,0.8638945989106278%,44.937%,44.937%,100.0%,0.0%
145,1.1442573070526123,29,4,0.1,158,1000,10000,1,1,5,1911.045,157.397,-1753.648,132.1,20792.1,20660.0,2151.0,110086.85,112237.85,0.806932573594172%,50.633%,50.633%,100.0%,0.0%,0.8195908014422735%,49.367%,49.367%,100.0%,0.0%
146,1.1642625331878662,30,0,0.1,162,1000,10000,1,1,4,1988.392,14.822,-1973.57,1466.2,21731.8,20265.6,1936.0,100192.95,102128.95,0.7391876134441486%,57.407%,57.407%,100.0%,0.0%,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%
147,1.1172525882720947,30,1,0.1,162,1000,10000,1,1,4,1988.392,45.044,-1943.348,471.4,21233.8,20762.4,1971.0,97270.4,99241.4,0.8873357615922968%,42.593%,42.593%,100.0%,0.0%,0.8935086010984696%,41.975%,41.975%,100.0%,0.0%
148,1.2272779941558838,30,2,0.1,162,1000,10000,1,1,4,1988.392,22.029,-1966.363,905.4,19945.0,19039.6,1753.0,96174.15,97927.15,0.7823974899873586%,53.086%,53.086%,100.0%,0.0%,0.7947431689997042%,51.852%,51.852%,100.0%,0.0%
149,1.1923365592956543,30,3,0.1,162,1000,10000,1,1,5,1988.392,37.126,-1951.266,566.1,21017.1,20451.0,2216.0,110036.6,112252.6,0.8749900825799511%,43.827%,43.827%,100.0%,0.0%,0.7577061319626672%,55.556%,55.556%,100.0%,0.0%
150,1.0963120460510254,30,4,0.1,162,1000,10000,1,1,3,1988.392,31.653,-1956.739,713.2,22575.0,21861.8,2057.0,82191.15,84248.15,0.76387897146884%,54.938%,54.938%,100.0%,0.0%,0.8688172430737783%,44.444%,44.444%,100.0%,0.0%
151,1.0821926593780518,31,0,0.1,166,1000,10000,1,1,4,2066.987,102.59,-1964.397,193.0,19799.8,19606.8,1902.0,92303.15,94205.15,0.8072375911326806%,50.602%,50.602%,100.0%,0.0%,0.7710930128194275%,54.217%,54.217%,100.0%,0.0%
152,1.1862173080444336,31,1,0.1,166,1000,10000,1,1,5,2066.987,56.319,-2010.668,394.0,22189.8,21795.8,2066.0,107696.3,109762.3,0.8494062658314757%,46.386%,46.386%,100.0%,0.0%,0.8554303622170178%,45.783%,45.783%,100.0%,0.0%
153,1.1849637031555176,31,2,0.1,166,1000,10000,1,1,6,2066.987,1158.107,-908.88,20.6,23857.0,23836.4,2450.0,123551.1,126001.1,0.8012134947471383%,51.205%,51.205%,100.0%,0.0%,0.8795267477591866%,43.373%,43.373%,100.0%,0.0%
154,1.0819411277770996,31,3,0.1,166,1000,10000,1,1,4,2066.987,23.77,-2043.217,904.9,21509.5,20604.6,2118.0,98117.95,100235.95,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8313339766748492%,48.193%,48.193%,100.0%,0.0%
155,1.2339763641357422,31,4,0.1,166,1000,10000,1,1,6,2066.987,21.542,-2045.445,1061.2,22860.4,21799.2,2354.0,129707.95,132061.95,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8012134947471383%,51.205%,51.205%,100.0%,0.0%
156,1.2503349781036377,32,0,0.1,170,1000,10000,1,1,5,2146.828,54.285,-2092.543,423.0,22962.4,22539.4,2384.0,113561.85,115945.85,0.8485558051652815%,46.471%,46.471%,100.0%,0.0%,0.7603205110476344%,55.294%,55.294%,100.0%,0.0%
158,1.2052602767944336,32,2,0.1,170,1000,10000,1,1,3,2146.828,48.915,-2097.913,523.2,25592.4,25069.2,2096.0,88748.2,90844.2,0.7897322757535168%,52.353%,52.353%,100.0%,0.0%,0.8250263934005756%,48.824%,48.824%,100.0%,0.0%
157,1.2692747116088867,32,1,0.1,170,1000,10000,1,1,5,2146.828,62.833,-2083.995,323.1,20301.3,19978.2,2128.0,102015.25,104143.25,0.830908746341752%,48.235%,48.235%,100.0%,0.0%,0.8250263934005756%,48.824%,48.824%,100.0%,0.0%
159,1.1990435123443604,32,3,0.1,170,1000,10000,1,1,4,2146.828,53.741,-2093.087,392.3,21082.5,20690.2,2263.0,94146.25,96409.25,0.8250263934005756%,48.824%,48.824%,100.0%,0.0%,0.7897322757535168%,52.353%,52.353%,100.0%,0.0%
160,1.2656686305999756,32,4,0.1,170,1000,10000,1,1,6,2146.828,22.921,-2123.907,971.7,22272.1,21300.4,2378.0,134536.55,136914.55,0.7838499228123403%,52.941%,52.941%,100.0%,0.0%,0.8485558051652815%,46.471%,46.471%,100.0%,0.0%
161,1.2417373657226562,33,0,0.1,174,1000,10000,1,1,5,2227.912,249.945,-1977.967,92.1,23019.9,22927.8,2233.0,124464.75,126697.75,0.8937214576331651%,41.954%,41.954%,100.0%,0.0%,0.8190088139550042%,49.425%,49.425%,100.0%,0.0%
162,1.2021780014038086,33,1,0.1,174,1000,10000,1,1,4,2227.912,94.171,-2133.741,250.6,23599.2,23348.6,2014.0,94723.5,96737.5,0.7960203082078777%,51.724%,51.724%,100.0%,0.0%,0.7730318024607513%,54.023%,54.023%,100.0%,0.0%
163,1.2141804695129395,33,2,0.1,174,1000,10000,1,1,5,2227.912,17.398,-2210.514,1311.2,22812.2,21501.0,2097.0,126940.25,129037.25,0.7845260553343145%,52.874%,52.874%,100.0%,0.0%,0.8305030668285674%,48.276%,48.276%,100.0%,0.0%
164,1.1201605796813965,33,3,0.1,174,1000,10000,1,1,5,2227.912,54.371,-2173.541,454.3,24700.7,24246.4,2314.0,115414.85,117728.85,0.8132616875182226%,50.0%,50.0%,100.0%,0.0%,0.8419973197021307%,47.126%,47.126%,100.0%,0.0%
165,1.174818754196167,33,4,0.1,174,1000,10000,1,1,4,2227.912,48.786,-2179.126,474.1,23129.5,22655.4,2219.0,99727.15,101946.15,0.807514561081441%,50.575%,50.575%,100.0%,0.0%,0.8534915725756939%,45.977%,45.977%,100.0%,0.0%
166,1.1946849822998047,34,0,0.1,178,1000,10000,1,1,6,2310.237,14.059,-2296.178,1579.1,22201.1,20622.0,2427.0,135098.85,137525.85,0.751463934709234%,56.18%,56.18%,100.0%,0.0%,0.8862953953833913%,42.697%,42.697%,100.0%,0.0%
167,1.1844239234924316,34,1,0.1,178,1000,10000,1,1,4,2310.237,31.394,-2278.843,760.9,23887.7,23126.8,2018.0,102256.35,104274.35,0.8076437099901328%,50.562%,50.562%,100.0%,0.0%,0.8582055077429418%,45.506%,45.506%,100.0%,0.0%
168,1.1684200763702393,34,2,0.1,178,1000,10000,1,1,5,2310.237,36.603,-2273.634,599.6,21947.2,21347.6,2244.0,117364.15,119608.15,0.8469695526867621%,46.629%,46.629%,100.0%,0.0%,0.7739358448215935%,53.933%,53.933%,100.0%,0.0%
170,1.0743069648742676,34,4,0.1,178,1000,10000,1,1,4,2310.237,327.526,-1982.711,68.1,22304.5,22236.4,2169.0,93838.4,96007.4,0.7851717998777733%,52.809%,52.809%,100.0%,0.0%,0.8244976425744025%,48.876%,48.876%,100.0%,0.0%
169,1.2635815143585205,34,3,0.1,178,1000,10000,1,1,9,2310.237,203.144,-2107.093,121.9,24763.3,24641.4,2877.0,199783.7,202660.7,0.8582055077429418%,45.506%,45.506%,100.0%,0.0%,0.8806774178553014%,43.258%,43.258%,100.0%,0.0%
172,1.1287987232208252,35,1,0.1,182,1000,10000,1,1,6,2393.802,23.038,-2370.764,1083.1,24952.5,23869.4,2416.0,143147.6,145563.6,0.8352397094962447%,47.802%,47.802%,100.0%,0.0%,0.9341408083973436%,37.912%,37.912%,100.0%,0.0%
171,1.2092461585998535,35,0,0.1,182,1000,10000,1,1,9,2393.802,49.572,-2344.23,473.4,23467.2,22993.8,2778.0,191188.35,193966.35,0.8242506985072336%,48.901%,48.901%,100.0%,0.0%,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%
173,1.133544683456421,35,2,0.1,182,1000,10000,1,1,7,2393.802,40.54,-2353.262,620.3,25147.1,24526.8,2515.0,157430.65,159945.65,0.8187561930127282%,49.451%,49.451%,100.0%,0.0%,0.7857891600456952%,52.747%,52.747%,100.0%,0.0%
175,1.0357060432434082,35,4,0.1,182,1000,10000,1,1,5,2393.802,79.762,-2314.04,318.4,25396.2,25077.8,2251.0,122768.35,125019.35,0.8517232259797611%,46.154%,46.154%,100.0%,0.0%,0.8572177314742666%,45.604%,45.604%,100.0%,0.0%
174,1.2754509449005127,35,3,0.1,182,1000,10000,1,1,9,2393.802,26.934,-2366.868,917.1,24701.3,23784.2,2954.0,182620.5,185574.5,0.7308441051006402%,58.242%,58.242%,100.0%,0.0%,0.8187561930127282%,49.451%,49.451%,100.0%,0.0%
177,1.2241153717041016,36,1,0.1,186,1000,10000,1,1,7,2478.604,217.167,-2261.437,112.5,24431.3,24318.8,2557.0,162432.65,164989.65,0.8347670638623088%,47.849%,47.849%,100.0%,0.0%,0.7863799670881153%,52.688%,52.688%,100.0%,0.0%
176,1.347862958908081,36,0,0.1,186,1000,10000,1,1,9,2478.604,43.306,-2435.298,514.4,22276.8,21762.4,2843.0,189026.95,191869.95,0.7594982466580077%,55.376%,55.376%,100.0%,0.0%,0.8508960961203733%,46.237%,46.237%,100.0%,0.0%
178,1.1223936080932617,36,2,0.1,186,1000,10000,1,1,5,2478.604,97.705,-2380.899,283.0,27650.6,27367.6,2468.0,134234.85,136702.85,0.7702509348300508%,54.301%,54.301%,100.0%,0.0%,0.8293907197762873%,48.387%,48.387%,100.0%,0.0%
179,1.1433966159820557,36,3,0.1,186,1000,10000,1,1,5,2478.604,40.984,-2437.62,637.8,26139.6,25501.8,2485.0,110480.2,112965.2,0.7648745907440293%,54.839%,54.839%,100.0%,0.0%,0.8670251283784378%,44.624%,44.624%,100.0%,0.0%
180,1.1304454803466797,36,4,0.1,186,1000,10000,1,1,3,2478.604,82.823,-2395.781,291.3,24126.3,23835.0,2039.0,87459.3,89498.3,0.8562724402063948%,45.699%,45.699%,100.0%,0.0%,0.8186380316042443%,49.462%,49.462%,100.0%,0.0%
181,1.1424469947814941,37,0,0.1,189,1000,10000,1,1,4,2543.017,38.256,-2504.761,659.1,25214.5,24555.4,2121.0,107603.6,109724.6,0.826489200745736%,48.677%,48.677%,100.0%,0.0%,0.8423622166187518%,47.09%,47.09%,100.0%,0.0%
182,1.2761356830596924,37,1,0.1,189,1000,10000,1,1,9,2543.017,25.103,-2517.914,996.2,25007.4,24011.2,2863.0,196598.6,199461.6,0.8688172430737783%,44.444%,44.444%,100.0%,0.0%,0.8159071901637254%,49.735%,49.735%,100.0%,0.0%
183,1.1806271076202393,37,2,0.1,189,1000,10000,1,1,6,2543.017,22.032,-2520.985,1170.3,25784.5,24614.2,2519.0,142612.9,145131.9,0.7524151266716619%,56.085%,56.085%,100.0%,0.0%,0.9058542801108153%,40.741%,40.741%,100.0%,0.0%
184,1.082244873046875,37,3,0.1,189,1000,10000,1,1,4,2543.017,62.641,-2480.376,397.5,24899.9,24502.4,2167.0,102475.95,104642.95,0.7947431689997042%,51.852%,51.852%,100.0%,0.0%,0.7841611584176936%,52.91%,52.91%,100.0%,0.0%
185,1.13478684425354,37,4,0.1,189,1000,10000,1,1,7,2543.017,83.805,-2459.212,351.2,29432.4,29081.2,3081.0,161541.25,164622.25,0.8317802060367412%,48.148%,48.148%,100.0%,0.0%,0.8423622166187518%,47.09%,47.09%,100.0%,0.0%
188,1.0097870826721191,38,2,0.1,193,1000,10000,1,1,3,2629.982,123.787,-2506.195,216.2,26762.8,26546.6,2240.0,86845.0,89085.0,0.7588575424405026%,55.44%,55.44%,100.0%,0.0%,0.8313964025441295%,48.187%,48.187%,100.0%,0.0%
187,1.2018110752105713,38,1,0.1,193,1000,10000,1,1,6,2629.982,78.376,-2551.606,304.0,23826.2,23522.2,2398.0,145183.85,147581.85,0.8365777496943886%,47.668%,47.668%,100.0%,0.0%,0.8469404439949068%,46.632%,46.632%,100.0%,0.0%
186,1.536902666091919,38,0,0.1,193,1000,10000,1,1,12,2629.982,97.49,-2532.492,294.5,28710.7,28416.2,3644.0,260858.95,264502.95,0.8003083196425751%,51.295%,51.295%,100.0%,0.0%,0.7536761952902435%,55.959%,55.959%,100.0%,0.0%
189,1.1718220710754395,38,3,0.1,193,1000,10000,1,1,5,2629.982,195.495,-2434.487,137.5,26880.5,26743.0,2434.0,126912.85,129346.85,0.8003083196425751%,51.295%,51.295%,100.0%,0.0%,0.8313964025441295%,48.187%,48.187%,100.0%,0.0%
190,1.2188339233398438,38,4,0.1,193,1000,10000,1,1,7,2629.982,119.386,-2510.596,238.0,28413.8,28175.8,2750.0,170439.95,173189.95,0.789945625342057%,52.332%,52.332%,100.0%,0.0%,0.8106710139430933%,50.259%,50.259%,100.0%,0.0%
191,1.0547945499420166,39,0,0.1,197,1000,10000,1,1,3,2718.182,20.208,-2697.974,1274.6,25757.2,24482.6,2067.0,91581.4,93648.4,0.8107236164522329%,50.254%,50.254%,100.0%,0.0%,0.8564088956400502%,45.685%,45.685%,100.0%,0.0%
193,1.1316578388214111,39,2,0.1,197,1000,10000,1,1,5,2718.182,24.57,-2693.612,1227.7,30164.7,28937.0,2609.0,133065.55,135674.55,0.7954951900562939%,51.777%,51.777%,100.0%,0.0%,0.8005713321882735%,51.269%,51.269%,100.0%,0.0%
192,1.1806676387786865,39,1,0.1,197,1000,10000,1,1,5,2718.182,45.856,-2672.326,534.9,24528.5,23993.6,2333.0,123412.3,125745.3,0.7396576266045172%,57.36%,57.36%,100.0%,0.0%,0.8513327535080705%,46.193%,46.193%,100.0%,0.0%
194,1.1532926559448242,39,3,0.1,197,1000,10000,1,1,6,2718.182,63.398,-2654.784,422.3,26773.1,26350.8,2606.0,143202.65,145808.65,0.8462566113760908%,46.701%,46.701%,100.0%,0.0%,0.8614850377720299%,45.178%,45.178%,100.0%,0.0%
195,1.0683958530426025,39,4,0.1,197,1000,10000,1,1,4,2718.182,90.665,-2627.517,264.8,24008.2,23743.4,2138.0,104654.25,106792.25,0.8361043271121313%,47.716%,47.716%,100.0%,0.0%,0.841180469244111%,47.208%,47.208%,100.0%,0.0%
196,1.2351019382476807,40,0,0.1,201,1000,10000,1,1,8,2807.617,51.253,-2756.364,545.3,27948.5,27403.2,2847.0,196179.85,199026.85,0.8704756178664814%,44.279%,44.279%,100.0%,0.0%,0.810774125329168%,50.249%,50.249%,100.0%,0.0%
199,1.1203389167785645,40,3,0.1,201,1000,10000,1,1,5,2807.617,115.832,-2691.785,276.5,32027.5,31751.0,2613.0,136979.25,139592.25,0.865500493488372%,44.776%,44.776%,100.0%,0.0%,0.7809233790605112%,53.234%,53.234%,100.0%,0.0%
198,1.2734503746032715,40,2,0.1,201,1000,10000,1,1,8,2807.617,78.555,-2729.062,355.6,27934.0,27578.4,2972.0,185268.15,188240.15,0.8356497472197153%,47.761%,47.761%,100.0%,0.0%,0.7958487521948396%,51.741%,51.741%,100.0%,0.0%
197,1.3236029148101807,40,1,0.1,201,1000,10000,1,1,8,2807.617,53.465,-2754.152,469.7,25112.7,24643.0,2817.0,188798.9,191615.9,0.8157492497072775%,49.751%,49.751%,100.0%,0.0%,0.865500493488372%,44.776%,44.776%,100.0%,0.0%
200,1.3488497734069824,40,4,0.1,201,1000,10000,1,1,11,2807.617,23.972,-2783.645,1231.7,29526.7,28295.0,3449.0,235807.05,239256.05,0.8455999959759342%,46.766%,46.766%,100.0%,0.0%,0.8306746228416058%,48.259%,48.259%,100.0%,0.0%
202,1.2089743614196777,41,1,0.1,205,1000,10000,1,1,6,2898.286,48.904,-2849.382,559.4,27357.0,26797.6,2615.0,152991.75,155606.75,0.8010665655670032%,51.22%,51.22%,100.0%,0.0%,0.8157007119084666%,49.756%,49.756%,100.0%,0.0%
203,1.1245532035827637,41,2,0.1,205,1000,10000,1,1,4,2898.286,33.45,-2864.836,837.5,28014.1,27176.6,2256.0,108590.5,110846.5,0.7620421753231007%,55.122%,55.122%,100.0%,0.0%,0.8157007119084666%,49.756%,49.756%,100.0%,0.0%
