,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated:  efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity
2144,40.2632474899292,429,3,0.1,1713,1000,10000,1,1,124,437853.761,1760.823,-436092.938,1687.3,2971036.1,2969348.8,102875.0,25771282.95,25874157.95,0.7989592940564597%,51.43%,51.43%,100.0%,0.0%,0.8439096735077147%,46.935%,46.935%,100.0%,0.0%
2146,29.382505178451538,430,0,0.1,1717,1000,10000,1,1,90,445598.729,22540.262,-423058.467,110.8,2497461.0,2497350.2,83121.0,17263178.45,17346299.45,0.8030694918280655%,51.019%,51.019%,100.0%,0.0%,0.811805659562486%,50.146%,50.146%,100.0%,0.0%
2141,60.924397468566895,429,0,0.1,1713,1000,10000,1,1,184,437853.761,4142.524,-433711.237,1308.0,5418421.4,5417113.4,181854.0,48005536.15,48187390.15,0.8263965386565765%,48.687%,48.687%,100.0%,0.0%,0.8228939116863488%,49.037%,49.037%,100.0%,0.0%
2147,38.47298240661621,430,1,0.1,1717,1000,10000,1,1,116,445598.729,1370.203,-444228.526,2489.1,3410571.5,3408082.4,113327.0,25264363.8,25377690.8,0.8083111924687179%,50.495%,50.495%,100.0%,0.0%,0.8170473602031383%,49.621%,49.621%,100.0%,0.0%
2136,112.41883039474487,428,0,0.1,1710,1000,10000,1,1,361,432186.408,2964.984,-429221.424,3166.3,9388028.7,9384862.4,335740.0,126811980.55,127147720.55,0.8103377109100356%,50.292%,50.292%,100.0%,0.0%,0.8214488220211467%,49.181%,49.181%,100.0%,0.0%
2148,49.74453949928284,430,2,0.1,1717,1000,10000,1,1,154,445598.729,1011.427,-444587.302,4615.2,4667939.0,4663323.8,152503.0,38368280.3,38520783.3,0.8199594161146118%,49.33%,49.33%,100.0%,0.0%,0.805981547739539%,50.728%,50.728%,100.0%,0.0%
2152,38.51521921157837,431,1,0.1,1721,1000,10000,1,1,116,453567.615,1758.926,-451808.689,1908.4,3356733.6,3354825.2,113079.0,23839643.1,23952722.1,0.8036742383607561%,50.959%,50.959%,100.0%,0.0%,0.8106469286570954%,50.261%,50.261%,100.0%,0.0%
2150,57.932466983795166,430,4,0.1,1717,1000,10000,1,1,174,445598.729,2159.767,-443438.962,2112.9,4563372.5,4561259.6,159531.0,42393724.7,42553255.7,0.8286955838490323%,48.457%,48.457%,100.0%,0.0%,0.8030694918280655%,51.019%,51.019%,100.0%,0.0%
2153,49.49310564994812,431,2,0.1,1721,1000,10000,1,1,149,453567.615,1605.962,-451961.653,1491.1,2394649.5,2393158.4,92571.0,30364946.65,30457517.65,0.826335481823859%,48.693%,48.693%,100.0%,0.0%,0.8100658711324005%,50.32%,50.32%,100.0%,0.0%
2149,77.62360954284668,430,3,0.1,1717,1000,10000,1,1,239,445598.729,2008.608,-443590.121,3369.4,6767805.4,6764436.0,233360.0,72229045.95,72462405.95,0.82345388320838%,48.981%,48.981%,100.0%,0.0%,0.8071463701041284%,50.612%,50.612%,100.0%,0.0%
2155,46.852707862854004,431,4,0.1,1721,1000,10000,1,1,140,453567.615,19429.978,-434137.637,207.6,4033663.4,4033455.8,137151.0,32052800.35,32189951.35,0.8112279861817904%,50.203%,50.203%,100.0%,0.0%,0.8007689507372814%,51.249%,51.249%,100.0%,0.0%
2154,63.872411489486694,431,3,0.1,1721,1000,10000,1,1,192,453567.615,10172.646,-443394.969,535.6,5448469.0,5447933.4,189055.0,49984822.55,50173877.55,0.7908909728174673%,52.237%,52.237%,100.0%,0.0%,0.8147143313299601%,49.855%,49.855%,100.0%,0.0%
2145,108.29485630989075,429,4,0.1,1713,1000,10000,1,1,340,437853.761,3968.3,-433885.461,2090.9,8297318.3,8295227.4,287889.0,114684647.65,114972536.65,0.8153048865841888%,49.796%,49.796%,100.0%,0.0%,0.8199750558778258%,49.329%,49.329%,100.0%,0.0%
2156,58.729716777801514,432,0,0.1,1725,1000,10000,1,1,181,461770.188,6660.586,-455109.602,797.4,5311151.6,5310354.2,178349.0,45439418.4,45617767.4,0.8025370498370633%,51.072%,51.072%,100.0%,0.0%,0.8234066150544546%,48.986%,48.986%,100.0%,0.0%
2151,88.50413203239441,431,0,0.1,1721,1000,10000,1,1,275,453567.615,3501.9,-450065.715,1975.0,6916253.2,6914278.2,239291.0,84309975.45,84549266.45,0.815295388854655%,49.797%,49.797%,100.0%,0.0%,0.8176196189534348%,49.564%,49.564%,100.0%,0.0%
2157,57.85623574256897,432,1,0.1,1725,1000,10000,1,1,178,461770.188,10536.007,-451234.181,468.7,4938226.3,4937757.6,168139.0,46682279.65,46850418.65,0.8036964701269184%,50.957%,50.957%,100.0%,0.0%,0.7967399483877879%,51.652%,51.652%,100.0%,0.0%
2159,43.126827239990234,432,3,0.1,1725,1000,10000,1,1,132,461770.188,9955.239,-451814.949,389.3,3875574.5,3875185.2,130502.0,29176374.5,29306876.5,0.8152906730254691%,49.797%,49.797%,100.0%,0.0%,0.7921022672283676%,52.116%,52.116%,100.0%,0.0%
2158,46.35713028907776,432,2,0.1,1725,1000,10000,1,1,142,461770.188,990.025,-460780.163,4224.6,4182459.4,4178234.8,139353.0,33958160.35,34097513.35,0.821667484619672%,49.159%,49.159%,100.0%,0.0%,0.8060153107066285%,50.725%,50.725%,100.0%,0.0%
2162,27.60048508644104,433,1,0.1,1729,1000,10000,1,1,82,470216.793,10331.679,-459885.114,230.1,2377319.3,2377089.2,79430.0,14878180.4,14957610.4,0.7927295880387547%,52.053%,52.053%,100.0%,0.0%,0.8210696690104147%,49.219%,49.219%,100.0%,0.0%
2161,31.989128828048706,433,0,0.1,1729,1000,10000,1,1,98,470216.793,4955.471,-465261.322,562.6,2787947.8,2787385.2,92388.0,19827372.75,19919760.75,0.8037185990277658%,50.954%,50.954%,100.0%,0.0%,0.831480311000004%,48.178%,48.178%,100.0%,0.0%
2163,45.919360876083374,433,2,0.1,1729,1000,10000,1,1,143,470216.793,2262.953,-467953.84,1939.4,4388771.6,4386832.2,141371.0,35985501.1,36126872.1,0.8141292410173551%,49.913%,49.913%,100.0%,0.0%,0.8083455510231388%,50.492%,50.492%,100.0%,0.0%
2170,32.76701378822327,434,4,0.1,1733,1000,10000,1,1,99,478918.396,425.688,-478492.708,7099.4,3022127.8,3015028.4,96166.0,20591505.55,20687671.55,0.8066257960006231%,50.664%,50.664%,100.0%,0.0%,0.8141272385857355%,49.913%,49.913%,100.0%,0.0%
2167,48.01213812828064,434,1,0.1,1733,1000,10000,1,1,140,478918.396,3770.888,-475147.508,1104.6,4165323.2,4164218.6,137683.0,33311895.65,33449578.65,0.7945080810554414%,51.875%,51.875%,100.0%,0.0%,0.8008554555505365%,51.241%,51.241%,100.0%,0.0%
2166,53.751609086990356,434,0,0.1,1733,1000,10000,1,1,161,478918.396,3173119.4,2694201.004,1.5,4759679.1,4759677.6,158485.0,40799505.2,40957990.2,0.8141272385857355%,49.913%,49.913%,100.0%,0.0%,0.8066257960006231%,50.664%,50.664%,100.0%,0.0%
2165,64.13276553153992,433,4,0.1,1729,1000,10000,1,1,193,470216.793,5159.806,-465056.987,910.4,4697487.6,4696577.2,157276.0,52254830.45,52412106.45,0.8251182520063661%,48.814%,48.814%,100.0%,0.0%,0.8320586799994256%,48.12%,48.12%,100.0%,0.0%
2168,62.61796760559082,434,2,0.1,1733,1000,10000,1,1,187,478918.396,42379.89,-436538.506,133.7,5666191.3,5666057.6,184520.0,51329669.85,51514189.85,0.7910458767853894%,52.222%,52.222%,100.0%,0.0%,0.8129731704957183%,50.029%,50.029%,100.0%,0.0%
2171,55.794450759887695,435,0,0.1,1737,1000,10000,1,1,168,487886.628,8106.571,-479780.057,632.3,5125784.7,5125152.4,165976.0,45022968.3,45188944.3,0.796854088209069%,51.641%,51.641%,100.0%,0.0%,0.8181551820490229%,49.511%,49.511%,100.0%,0.0%
2164,96.89999198913574,433,3,0.1,1729,1000,10000,1,1,298,470216.793,2111.333,-468105.46,4045.0,8540342.2,8536297.2,294331.0,97728204.9,98022535.9,0.8141292410173551%,49.913%,49.913%,100.0%,0.0%,0.8337937869976906%,47.947%,47.947%,100.0%,0.0%
2160,114.46097946166992,432,4,0.1,1725,1000,10000,1,1,347,461770.188,6321.546,-455448.642,1475.2,9325544.6,9324069.4,321184.0,123188202.8,123509386.8,0.83152255708344%,48.174%,48.174%,100.0%,0.0%,0.8193486440399618%,49.391%,49.391%,100.0%,0.0%
2174,42.441494941711426,435,3,0.1,1737,1000,10000,1,1,127,487886.628,11533.668,-476352.96,331.7,3825717.7,3825386.0,125146.0,28687079.5,28812225.5,0.821609413482529%,49.165%,49.165%,100.0%,0.0%,0.8026111405982457%,51.065%,51.065%,100.0%,0.0%
2175,49.84249544143677,435,4,0.1,1737,1000,10000,1,1,151,487886.628,8634.522,-479252.106,375.4,3241399.6,3241024.2,119923.0,33791171.1,33911094.1,0.8175794768101052%,49.568%,49.568%,100.0%,0.0%,0.8302449920662941%,48.302%,48.302%,100.0%,0.0%
2173,58.93456721305847,435,2,0.1,1737,1000,10000,1,1,178,487886.628,13546.906,-474339.722,323.1,4377005.3,4376682.2,160341.0,44528026.6,44688367.6,0.7962783829701513%,51.698%,51.698%,100.0%,0.0%,0.8187308872879406%,49.453%,49.453%,100.0%,0.0%
2172,80.91687679290771,435,1,0.1,1737,1000,10000,1,1,245,487886.628,2252.499,-485634.129,3103.3,6990178.7,6987075.4,232287.0,72624905.3,72857192.3,0.7928241515366453%,52.044%,52.044%,100.0%,0.0%,0.8060653720317518%,50.72%,50.72%,100.0%,0.0%
2181,27.737401962280273,437,0,0.1,1745,1000,10000,1,1,84,506673.164,9514.547,-497158.617,270.5,2573684.9,2573414.4,82370.0,15920815.95,16003185.95,0.822717274910773%,49.054%,49.054%,100.0%,0.0%,0.7975023751973058%,51.576%,51.576%,100.0%,0.0%
2178,51.27000141143799,436,2,0.1,1741,1000,10000,1,1,161,497133.843,1192.45,-495941.393,3705.0,4418027.8,4414322.8,149790.0,43009150.15,43158940.15,0.8250365295630245%,48.823%,48.823%,100.0%,0.0%,0.8141232613263789%,49.914%,49.914%,100.0%,0.0%
2180,51.54049634933472,436,4,0.1,1741,1000,10000,1,1,156,497133.843,3038.469,-494095.374,1571.3,4774345.7,4772774.4,154499.0,40901899.9,41056398.9,0.8124001137100665%,50.086%,50.086%,100.0%,0.0%,0.810676966093754%,50.258%,50.258%,100.0%,0.0%
2177,66.93254327774048,436,1,0.1,1741,1000,10000,1,1,205,497133.843,11487.782,-485646.061,523.6,6015002.4,6014478.8,203403.0,56701738.55,56905141.55,0.8175695565590039%,49.569%,49.569%,100.0%,0.0%,0.7945942550081709%,51.867%,51.867%,100.0%,0.0%
2182,50.4927031993866,437,1,0.1,1745,1000,10000,1,1,153,506673.164,15552.088,-491121.076,298.8,4646963.8,4646665.0,150762.0,39011134.95,39161896.95,0.8112559568591969%,50.201%,50.201%,100.0%,0.0%,0.8284479339365609%,48.481%,48.481%,100.0%,0.0%
2179,74.86149716377258,436,3,0.1,1741,1000,10000,1,1,226,497133.843,15517.273,-481616.57,381.8,5924494.8,5924113.0,208333.0,61727991.9,61936324.9,0.8003380803958792%,51.292%,51.292%,100.0%,0.0%,0.8095282010162124%,50.373%,50.373%,100.0%,0.0%
2176,112.35324263572693,436,0,0.1,1741,1000,10000,1,1,346,497133.843,20932.094,-476201.749,463.4,9699932.4,9699469.0,327088.0,126281555.25,126608643.25,0.8078050533998998%,50.546%,50.546%,100.0%,0.0%,0.8256109121017953%,48.765%,48.765%,100.0%,0.0%
2183,84.46589589118958,437,2,0.1,1745,1000,10000,1,1,259,506673.164,4318.615,-502354.549,1755.2,7580033.4,7578278.2,256564.0,83487482.35,83744046.35,0.8015138365153575%,51.175%,51.175%,100.0%,0.0%,0.7923447820740966%,52.092%,52.092%,100.0%,0.0%
2185,69.47220015525818,437,4,0.1,1745,1000,10000,1,1,215,506673.164,14374.821,-492298.343,430.0,6181173.0,6180743.0,212334.0,62787915.7,63000249.7,0.8118290227617758%,50.143%,50.143%,100.0%,0.0%,0.83360552705977%,47.966%,47.966%,100.0%,0.0%
2186,64.01191306114197,438,0,0.1,1748,1000,10000,1,1,193,514027.718,523784.87,9757.152,7.7,4033143.5,4033135.8,146895.0,47887186.7,48034081.7,0.8258474998752021%,48.741%,48.741%,100.0%,0.0%,0.8229870879758886%,49.027%,49.027%,100.0%,0.0%
2187,65.93908071517944,438,1,0.1,1748,1000,10000,1,1,199,514027.718,5051.718,-508976.0,996.8,5035552.4,5034555.6,171414.0,53440595.6,53612009.6,0.8304241589141037%,48.284%,48.284%,100.0%,0.0%,0.8189825113168497%,49.428%,49.428%,100.0%,0.0%
2188,63.99134111404419,438,2,0.1,1748,1000,10000,1,1,187,514027.718,8382.314,-505645.404,666.3,5585135.7,5584469.4,184573.0,50644800.5,50829373.5,0.8166941817973989%,49.657%,49.657%,100.0%,0.0%,0.7983875456417925%,51.487%,51.487%,100.0%,0.0%
2190,60.25800609588623,438,4,0.1,1748,1000,10000,1,1,179,514027.718,1210.061,-512817.657,4202.8,5085642.6,5081439.8,170808.0,46485371.5,46656179.5,0.8035362870605568%,50.973%,50.973%,100.0%,0.0%,0.8109733579987719%,50.229%,50.229%,100.0%,0.0%
2189,80.728924036026,438,3,0.1,1748,1000,10000,1,1,241,514027.718,4558.034,-509469.684,1322.4,6027544.0,6026221.6,204887.0,72066361.0,72271248.0,0.8206987584564378%,49.256%,49.256%,100.0%,0.0%,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%
2169,249.02883744239807,434,3,0.1,1733,1000,10000,1,1,759,478918.396,15588.962,-463329.434,1507.3,23497242.5,23495735.2,756822.0,438250405.2,439007227.2,0.808356898135649%,50.49%,50.49%,100.0%,0.0%,0.8210516471258394%,49.221%,49.221%,100.0%,0.0%
2184,126.49266934394836,437,3,0.1,1745,1000,10000,1,1,386,506673.164,27151.473,-479521.691,387.8,10529341.2,10528953.4,357440.0,146960070.3,147317510.3,0.8341785929623489%,47.908%,47.908%,100.0%,0.0%,0.8198519453978789%,49.341%,49.341%,100.0%,0.0%
2192,64.2230954170227,439,1,0.1,1752,1000,10000,1,1,198,524112.368,1995.769,-522116.599,3002.8,5992895.2,5989892.4,195464.0,56806306.6,57001770.6,0.8092662537282683%,50.4%,50.4%,100.0%,0.0%,0.8109785824953917%,50.228%,50.228%,100.0%,0.0%
2194,60.82768440246582,439,3,0.1,1752,1000,10000,1,1,184,524112.368,13391.209,-510721.159,413.3,5534586.5,5534173.2,182623.0,46824512.85,47007135.85,0.8024169386597753%,51.084%,51.084%,100.0%,0.0%,0.8189694500753003%,49.429%,49.429%,100.0%,0.0%
2193,66.33183789253235,439,2,0.1,1752,1000,10000,1,1,203,524112.368,3882.553,-520229.815,1310.1,5086532.3,5085222.2,174580.0,55952963.6,56127543.6,0.8121201350068071%,50.114%,50.114%,100.0%,0.0%,0.7995630573812363%,51.37%,51.37%,100.0%,0.0%
2195,57.65030097961426,439,4,0.1,1752,1000,10000,1,1,171,524112.368,2098.829,-522013.539,2331.9,4894258.9,4891927.0,168232.0,46137452.25,46305684.25,0.8172571213081771%,49.6%,49.6%,100.0%,0.0%,0.8292434226780401%,48.402%,48.402%,100.0%,0.0%
2191,80.42500901222229,439,0,0.1,1752,1000,10000,1,1,245,524112.368,4331.299,-519781.069,1727.4,7481886.6,7480159.2,243139.0,74936744.9,75179883.9,0.8012753861483597%,51.199%,51.199%,100.0%,0.0%,0.8246772126323779%,48.858%,48.858%,100.0%,0.0%
2198,60.5046226978302,440,2,0.1,1756,1000,10000,1,1,181,534529.745,2442.176,-532087.569,2136.9,5218685.9,5216549.0,178309.0,47571525.35,47749834.35,0.8155395918462409%,49.772%,49.772%,100.0%,0.0%,0.8069974506161726%,50.626%,50.626%,100.0%,0.0%
2201,45.2325496673584,441,0,0.1,1760,1000,10000,1,1,139,545296.483,10932.82,-534363.663,373.3,4081221.7,4080848.4,136945.0,33005687.1,33142632.1,0.8115571420636771%,50.17%,50.17%,100.0%,0.0%,0.7973525966091317%,51.591%,51.591%,100.0%,0.0%
2197,78.32011246681213,440,1,0.1,1756,1000,10000,1,1,240,534529.745,12010.456,-522519.289,354.0,4251701.4,4251347.4,164875.0,59363908.65,59528783.65,0.8314849221423685%,48.178%,48.178%,100.0%,0.0%,0.7921910724840541%,52.107%,52.107%,100.0%,0.0%
2202,49.41697955131531,441,1,0.1,1760,1000,10000,1,1,153,545296.483,4770.163,-540526.32,969.0,4622287.6,4621318.6,150034.0,37301469.45,37451503.45,0.8297389602454953%,48.352%,48.352%,100.0%,0.0%,0.8178071420636772%,49.545%,49.545%,100.0%,0.0%
2200,71.78501582145691,440,4,0.1,1756,1000,10000,1,1,225,534529.745,5120.574,-529409.171,1133.5,5804170.7,5803037.2,204216.0,61995533.85,62199749.85,0.8206648765842819%,49.26%,49.26%,100.0%,0.0%,0.796177405058086%,51.708%,51.708%,100.0%,0.0%
2199,89.26876449584961,440,3,0.1,1756,1000,10000,1,1,283,534529.745,22893.15,-511636.595,321.0,7348701.0,7348380.0,254308.0,87866418.55,88120726.55,0.8058584984521634%,50.74%,50.74%,100.0%,0.0%,0.8240817330763092%,48.918%,48.918%,100.0%,0.0%
2207,65.37946796417236,442,1,0.1,1764,1000,10000,1,1,199,556430.343,2954.149,-553476.194,1974.8,5833853.4,5831878.6,195842.0,55016756.15,55212598.15,0.8143954743662951%,49.887%,49.887%,100.0%,0.0%,0.8217650888787668%,49.15%,49.15%,100.0%,0.0%
2203,107.17356586456299,441,2,0.1,1760,1000,10000,1,1,332,545296.483,7235.895,-538060.588,1332.8,9644001.2,9642668.4,320508.0,118094209.75,118414717.75,0.8092844147909499%,50.398%,50.398%,100.0%,0.0%,0.805875323881859%,50.739%,50.739%,100.0%,0.0%
2205,74.43695759773254,441,4,0.1,1760,1000,10000,1,1,226,545296.483,15791.903,-529504.58,358.6,5662976.4,5662617.8,195087.0,64360513.05,64555600.05,0.8064435057000408%,50.682%,50.682%,100.0%,0.0%,0.8075798693364045%,50.568%,50.568%,100.0%,0.0%
2206,81.00424289703369,442,0,0.1,1764,1000,10000,1,1,253,556430.343,3865.52,-552564.823,1716.7,6635937.7,6634221.0,228442.0,77504589.35,77733031.35,0.8098603269740049%,50.34%,50.34%,100.0%,0.0%,0.8064589664297872%,50.68%,50.68%,100.0%,0.0%
2210,61.42512536048889,442,4,0.1,1764,1000,10000,1,1,191,556430.343,1945.062,-554485.281,2929.4,5697864.0,5694934.6,188213.0,53817097.6,54005310.6,0.8189306217585854%,49.433%,49.433%,100.0%,0.0%,0.8211981954547305%,49.206%,49.206%,100.0%,0.0%
2204,137.1036252975464,441,3,0.1,1760,1000,10000,1,1,431,545296.483,5707.072,-539589.411,1935.9,11048321.3,11046385.4,387032.0,174769699.95,175156731.95,0.8189435057000408%,49.432%,49.432%,100.0%,0.0%,0.8041707784273135%,50.909%,50.909%,100.0%,0.0%
2212,48.52095293998718,443,1,0.1,1768,1000,10000,1,1,146,567950.312,11793.627,-556156.685,376.5,4440300.7,4439924.2,143089.0,36088164.8,36231253.8,0.8081711897806662%,50.509%,50.509%,100.0%,0.0%,0.8319268458892636%,48.133%,48.133%,100.0%,0.0%
2214,39.74555540084839,443,3,0.1,1768,1000,10000,1,1,122,567950.312,7309.233,-560641.079,498.2,3641459.8,3640961.6,119173.0,27692252.6,27811425.6,0.8104336332195802%,50.283%,50.283%,100.0%,0.0%,0.8115648549390372%,50.17%,50.17%,100.0%,0.0%
2196,207.07560634613037,440,0,0.1,1756,1000,10000,1,1,636,534529.745,9351.904,-525177.841,1600.3,14965852.7,14964252.4,550560.0,286055791.95,286606351.95,0.8018721658781316%,51.139%,51.139%,100.0%,0.0%,0.8377491590444186%,47.551%,47.551%,100.0%,0.0%
2209,119.1689145565033,442,3,0.1,1764,1000,10000,1,1,376,556430.343,3232.718,-553197.625,2418.4,7818005.4,7815587.0,287707.0,130582009.5,130869716.5,0.8070258598538236%,50.624%,50.624%,100.0%,0.0%,0.8228988757268394%,49.036%,49.036%,100.0%,0.0%
2213,85.09630036354065,443,2,0.1,1768,1000,10000,1,1,260,567950.312,9794.799,-558155.513,798.7,7823105.9,7822307.2,256977.0,85204625.7,85461602.7,0.8143929092376797%,49.887%,49.887%,100.0%,0.0%,0.800252637744467%,51.301%,51.301%,100.0%,0.0%
2216,67.94855213165283,444,0,0.1,1772,1000,10000,1,1,211,579876.709,2660.7,-577216.009,2314.2,6157393.0,6155078.8,201431.0,58841259.55,59042690.55,0.8160833579471165%,49.718%,49.718%,100.0%,0.0%,0.8042323421457621%,50.903%,50.903%,100.0%,0.0%
2211,106.8465006351471,443,0,0.1,1768,1000,10000,1,1,328,567950.312,12470.465,-555479.847,627.7,7827710.9,7827083.2,279658.0,105636150.85,105915808.85,0.803646302902838%,50.962%,50.962%,100.0%,0.0%,0.8183521852557792%,49.491%,49.491%,100.0%,0.0%
2217,60.52912664413452,444,1,0.1,1772,1000,10000,1,1,184,579876.709,6511.791,-573364.918,821.3,5348133.7,5347312.4,181093.0,48954521.05,49135614.05,0.8031036739742046%,51.016%,51.016%,100.0%,0.0%,0.8279343737484709%,48.533%,48.533%,100.0%,0.0%
2218,58.27489924430847,444,2,0.1,1772,1000,10000,1,1,182,579876.709,1123.309,-578753.4,4739.2,5323586.0,5318846.8,177945.0,49394448.25,49572393.25,0.8155190238613378%,49.774%,49.774%,100.0%,0.0%,0.8234197010622407%,48.984%,48.984%,100.0%,0.0%
2208,185.131938457489,442,2,0.1,1764,1000,10000,1,1,576,556430.343,46105.993,-510324.35,329.6,15196535.2,15196205.6,510119.0,278037151.2,278547270.2,0.8149623677903314%,49.83%,49.83%,100.0%,0.0%,0.8274340231191296%,48.583%,48.583%,100.0%,0.0%
2219,73.95990443229675,444,3,0.1,1772,1000,10000,1,1,223,579876.709,2502.122,-577374.587,2606.9,6522780.7,6520173.8,213996.0,67904953.3,68118949.3,0.8076183466604349%,50.564%,50.564%,100.0%,0.0%,0.8290630419200286%,48.42%,48.42%,100.0%,0.0%
2220,63.693042039871216,444,4,0.1,1772,1000,10000,1,1,198,579876.709,5728.137,-574148.572,920.2,5271031.8,5270111.6,181412.0,54146850.65,54328262.65,0.8081826807462136%,50.508%,50.508%,100.0%,0.0%,0.8110043511751075%,50.226%,50.226%,100.0%,0.0%
2223,48.6611852645874,445,2,0.1,1776,1000,10000,1,1,143,592231.305,12772.952,-579458.353,325.1,4152486.7,4152161.6,140826.0,33079354.25,33220180.25,0.8059418676984029%,50.732%,50.732%,100.0%,0.0%,0.8217076334641686%,49.155%,49.155%,100.0%,0.0%
2221,75.21070671081543,445,0,0.1,1776,1000,10000,1,1,228,592231.305,9247.09,-582984.215,684.4,6328708.4,6328024.0,224390.0,64322670.9,64547060.9,0.8076310568875921%,50.563%,50.563%,100.0%,0.0%,0.8369103361668714%,47.635%,47.635%,100.0%,0.0%
2215,143.0400528907776,443,4,0.1,1768,1000,10000,1,1,444,567950.312,6421.086,-561529.226,2111.2,13556197.2,13554086.0,441881.0,202525115.25,202966996.25,0.8149585200974082%,49.83%,49.83%,100.0%,0.0%,0.7928996965679964%,52.036%,52.036%,100.0%,0.0%
2224,58.23577880859375,445,3,0.1,1776,1000,10000,1,1,174,592231.305,1865.389,-590365.916,2776.4,5179065.2,5176288.8,171778.0,46333992.0,46505770.0,0.788486912743448%,52.477%,52.477%,100.0%,0.0%,0.8177661920227273%,49.55%,49.55%,100.0%,0.0%
2222,76.39481472969055,445,1,0.1,1776,1000,10000,1,1,233,592231.305,6396.921,-585834.384,1103.2,7057082.8,7055979.6,230473.0,72879447.65,73109920.65,0.8228337595902948%,49.043%,49.043%,100.0%,0.0%,0.8143878136443489%,49.887%,49.887%,100.0%,0.0%
2228,69.59450960159302,446,2,0.1,1780,1000,10000,1,1,212,605037.453,4765.64,-600271.813,1335.4,6364035.2,6362699.8,210727.0,62403792.25,62614519.25,0.7952841594283351%,51.798%,51.798%,100.0%,0.0%,0.8284302268440654%,48.483%,48.483%,100.0%,0.0%
2229,56.82288193702698,446,3,0.1,1780,1000,10000,1,1,170,605037.453,2153.905,-602883.548,2260.0,4867825.6,4865565.6,161126.0,44584810.45,44745936.45,0.8166324740350767%,49.663%,49.663%,100.0%,0.0%,0.8166324740350767%,49.663%,49.663%,100.0%,0.0%
2231,64.85525226593018,447,0,0.1,1783,1000,10000,1,1,199,614953.415,4469.909,-610483.506,1272.4,5687512.8,5686240.4,190917.0,55233926.9,55424843.9,0.8180289337324683%,49.523%,49.523%,100.0%,0.0%,0.8180289337324683%,49.523%,49.523%,100.0%,0.0%
2225,131.22989153862,445,4,0.1,1776,1000,10000,1,1,403,592231.305,5226.774,-587004.531,2228.2,11646297.4,11644069.2,382504.0,161712496.75,162095000.75,0.8222706965272317%,49.099%,49.099%,100.0%,0.0%,0.8414148406713758%,47.185%,47.185%,100.0%,0.0%
2227,116.95728874206543,446,1,0.1,1780,1000,10000,1,1,355,605037.453,7026.308,-598011.145,1517.7,10663827.5,10662309.8,352456.0,134189644.45,134542100.45,0.8082055077429418%,50.506%,50.506%,100.0%,0.0%,0.7885425863946272%,52.472%,52.472%,100.0%,0.0%
2233,76.34944009780884,447,2,0.1,1783,1000,10000,1,1,237,614953.415,6520.149,-608433.266,831.3,5420200.1,5419368.8,186557.0,70900067.75,71086624.75,0.8135421137661195%,49.972%,49.972%,100.0%,0.0%,0.8068118838165962%,50.645%,50.645%,100.0%,0.0%
2232,90.45874309539795,447,1,0.1,1783,1000,10000,1,1,275,614953.415,9642.434,-605310.981,861.5,8306957.1,8306095.6,272622.0,92264372.1,92536994.1,0.8292459836483405%,48.402%,48.402%,100.0%,0.0%,0.82139404870723%,49.187%,49.187%,100.0%,0.0%
2226,151.7808837890625,446,0,0.1,1780,1000,10000,1,1,466,605037.453,11420.283,-593617.17,1100.3,12565737.9,12564637.6,434565.0,192415279.35,192849844.35,0.8098909010013687%,50.337%,50.337%,100.0%,0.0%,0.8065201144845149%,50.674%,50.674%,100.0%,0.0%
